transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v,peak_v,trough_v,upstroke,upstroke_v,downstroke,downstroke_v,fast_trough_v,width,upstroke_downstroke_ratio,file_name
Glutamatergic,Glutamatergic,positive,spiny,L4,-41.78125,31.000001907348633,-77.15625,355.48775339184675,-13.625000953674316,-124.665173611221,-4.40625,-49.156253814697266,0.0007150000000000212,2.8515401943807155,349621141_51
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.250003814697266,45.0,-78.53125,494.54284233026823,-4.125,-112.70268732761551,26.5625,-51.59375,0.0006999999999999229,4.388030614502397,504567071_51
Pvalb+,GABAergic,positive,aspiny,L4,-39.343753814697266,19.000001907348633,-71.25,360.19288473923865,-9.65625,-234.15984255345782,-3.656250238418579,-57.96875,0.00035999999999991594,1.5382350825462652,396369826_64
Glutamatergic,Glutamatergic,positive,spiny,L6b,-38.1875,28.656251907348633,-65.4375,265.3493039370395,-8.03125,-85.296408987909,-4.59375,-46.5,0.0008999999999999009,3.110908267834036,569715141_48
Glutamatergic,Glutamatergic,positive,spiny,L5,-50.40625,31.000001907348633,-79.3125,434.76640802486736,-10.84375,-140.2128176218637,-4.625,-52.500003814697266,0.0005500000000000504,3.1007607963301727,464079491_50
Pvalb+,GABAergic,positive,aspiny,L2/L3,-55.09375,18.40625,-77.15625,494.5623042466271,-12.125,-417.4903783990649,-14.281250953674316,-71.5,0.0002549999999998942,1.1846076696260812,396687610_75
Pvalb+,GABAergic,positive,aspiny,L4,-45.406253814697266,22.781251907348633,-74.5,425.8608048279144,-11.156250953674316,-284.529147459672,-4.281250476837158,-56.78125,0.00034000000000000696,1.4967211922928711,500879695_50
Sst+,GABAergic,positive,aspiny,L6b,-43.500003814697266,29.500001907348633,-74.1875,346.34084169248314,-3.5,-185.13144137727275,-17.125001907348633,-65.50000762939453,0.000520000000000076,1.8707834774898529,547330489_52
Pvalb+,GABAergic,positive,aspiny,L4,-45.03125,22.750001907348633,-76.71875762939453,376.50304754783747,-5.0,-288.07868977721836,-6.593750476837158,-63.75,0.0003549999999998832,1.3069451539056944,320247631_46
Sst+,GABAergic,positive,aspiny,L2/L3,-39.5,24.218751907348633,-75.34375,403.22965287450216,-11.281250953674316,-281.9261144634717,6.125000476837158,-58.031253814697266,0.00035999999999991594,1.4302671238593165,565866518_70
Glutamatergic,Glutamatergic,positive,spiny,L6a,-45.9375,50.468753814697266,-67.71875,538.794075488434,-1.2500001192092896,-107.68411412367904,-13.312500953674316,-54.15625,0.0008599999999998609,5.003468523403646,573086094_51
Glutamatergic,Glutamatergic,positive,spiny,L6b,-48.218753814697266,40.156253814697266,-79.59375762939453,466.65470121069956,-12.593750953674316,-84.34296026070943,23.53125,-58.656253814697266,0.0008999999999999009,5.5328233650827565,557859470_62
Sst+,GABAergic,positive,aspiny,L5,-33.375003814697266,5.687500476837158,-73.71875762939453,191.3662783354206,-14.500000953674316,-116.4165134622108,-14.9375,-60.281253814697266,0.0006599999999998829,1.6438069878938502,547262585_54
Glutamatergic,Glutamatergic,positive,spiny,L5,-37.65625,32.125,-73.09375762939453,257.33040903541803,-8.15625,-86.45980918768127,-2.46875,-51.9375,0.000980000000000203,2.976300913142453,589427435_67
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.6875,35.21875,-72.71875762939453,362.2206603284292,-5.25,-114.72206487381318,0.8125,-50.6875,0.0007399999999999629,3.157375703853033,386970660_47
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-44.03125,30.625,-66.75000762939453,290.5299889593217,-2.375000238418579,-120.91349485785864,-15.562500953674316,-53.000003814697266,0.0006800000000000139,2.402792089508767,569412397_63
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-36.812503814697266,23.156251907348633,-77.15625,342.26952234739065,-10.6875,-156.10222131127995,-6.906250476837158,-62.5,0.000560000000000116,2.1925986669009574,481093098_61
Glutamatergic,Glutamatergic,positive,spiny,L5,-39.5625,23.8125,-73.5625,257.56054778150485,-9.375,-130.7205954552372,-5.906250476837158,-52.96875,0.000660000000000105,1.9703134527848873,588699048_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-45.250003814697266,30.343751907348633,-78.43750762939453,343.665085494576,-3.562500238418579,-116.41065116093911,-8.09375,-50.375003814697266,0.0006550000000000722,2.9521790494879623,488420599_53
Pvalb+,GABAergic,positive,aspiny,L4,-47.250003814697266,19.875001907348633,-69.46875,417.09262890350936,-11.531250953674316,-280.17322996914504,-9.062500953674316,-62.843753814697266,0.00032999999999994145,1.4886955079521444,485053941_76
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-44.781253814697266,43.6875,-76.1875,472.08549945633575,-4.125,-112.19690301800388,-11.312500953674316,-47.5,0.0006900000000000794,4.207651786792918,397353539_52
Pvalb+,GABAergic,positive,aspiny,L2/L3,-41.8125,25.375001907348633,-61.437503814697266,421.72847277352696,-7.1875,-259.32493945903843,2.750000238418579,-57.4375,0.00035999999999991594,1.6262549743702568,606517484_62
Pvalb+,GABAergic,positive,aspiny,L6b,-41.656253814697266,34.15625,-67.37500762939453,473.94630589115326,-10.03125,-199.89397548338064,7.500000476837158,-56.281253814697266,0.00045999999999990493,2.3709884439741784,554432769_44
Glutamatergic,Glutamatergic,positive,spiny,L5,-48.03125,36.656253814697266,-76.78125,404.4860804564956,-9.343750953674316,-122.22098004566963,8.09375,-50.5625,0.0006599999999998829,3.309465202335585,515199779_52
Pvalb+,GABAergic,positive,aspiny,L4,-43.0,15.031250953674316,-75.03125,343.8134474781567,-13.9375,-200.37764168572636,-8.65625,-59.593753814697266,0.00039999999999995595,1.715827397636489,481127348_59
Glutamatergic,Glutamatergic,positive,spiny,L6a,-47.46875,39.875,-74.46875762939453,367.25428618133475,-3.656250238418579,-95.33153300837007,1.8437501192092896,-55.218753814697266,0.0008799999999999919,3.852390437790295,504635521_59
Vip+,GABAergic,positive,aspiny,L2/L3,-45.6875,27.3125,-73.5,474.6311854984823,-14.781250953674316,-187.8613761025482,-1.9375001192092896,-54.71875,0.00043999999999999595,2.526496906098434,520347870_42
Glutamatergic,Glutamatergic,negative,spiny,L6a,-44.625003814697266,44.125,-72.53125,428.1817020956071,-7.281250476837158,-139.90668188595015,15.062500953674316,-52.781253814697266,0.0007200000000000539,3.0604807170300448,513514828_47
Glutamatergic,Glutamatergic,positive,spiny,L5,-45.500003814697266,40.781253814697266,-82.37500762939453,428.39133998447136,-9.937500953674316,-93.89588564361485,13.4375,-52.8125,0.0008399999999999519,4.562408001671615,601294900_67
Vip+,GABAergic,positive,aspiny,L2/L3,-43.281253814697266,21.9375,-78.37500762939453,358.047676587733,-11.000000953674316,-145.54394718025767,-2.5625,-62.90625,0.0005599999999998939,2.4600657294548105,518750800_68
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-47.5,19.03125,-69.21875762939453,436.4960213243347,-12.84375,-283.76922288039606,-8.15625,-61.5,0.000320000000000098,1.5382077622572565,397129612_61
Glutamatergic,Glutamatergic,positive,spiny,L6b,-47.250003814697266,31.40625,-72.03125,278.6567074835459,-15.031250953674316,-99.13801911426928,-6.093750476837158,-51.84375,0.0009449999999999736,2.8107955956065482,479766169_49
Pvalb+,GABAergic,positive,aspiny,L5,-50.781253814697266,19.687501907348633,-75.40625,387.1932926107805,-9.062500953674316,-285.7070033033422,-5.125,-62.406253814697266,0.00034000000000000696,1.3552110663513828,503254105_56
Glutamatergic,Glutamatergic,positive,spiny,L5,-51.250003814697266,35.3125,-75.71875,443.25572470872316,-9.75,-136.15119752907984,-4.062500476837158,-55.03125,0.0006800000000000139,3.2556138524896223,515249852_51
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-42.625003814697266,28.625001907348633,-75.71875,365.58099866415233,-6.156250476837158,-142.32351062548412,-4.25,-56.406253814697266,0.0005999999999999339,2.568662036633969,564410881_45
Vip+,GABAergic,positive,aspiny,L2/L3,-51.062503814697266,38.84375,-75.68750762939453,472.1442687112551,-2.53125,-187.67095332347498,19.000001907348633,-53.125,0.0004999999999999449,2.5158089749640364,577218818_62
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.187503814697266,35.40625,-66.78125,392.4185380509209,-8.25,-140.41105259072845,-10.718750953674316,-53.968753814697266,0.0006999999999999229,2.7947838208630658,485490864_45
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-45.46875,42.5,-73.5,507.04096507255286,-0.2812500298023224,-150.35300016235263,-4.9375,-50.375003814697266,0.0005399999999999849,3.3723368640801654,485887209_54
Sst+,GABAergic,positive,aspiny,L5,-50.34375,19.000001907348633,-76.28125,352.71325896321156,-9.3125,-225.331082783315,-11.375000953674316,-62.21875,0.0004049999999999887,1.5653111617201565,322197160_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.593753814697266,39.937503814697266,-77.6875,499.1455035295472,-4.1875,-126.90955681504772,8.625000953674316,-50.34375,0.0006300000000001305,3.9330805028101974,487446992_47
Pvalb+,GABAergic,positive,aspiny,L6a,-38.1875,39.437503814697266,-67.09375,484.50228634729785,-7.156250476837158,-162.7271550221888,19.875001907348633,-55.468753814697266,0.0005399999999999849,2.977390505482832,561520050_45
Glutamatergic,Glutamatergic,positive,spiny,L5,-44.59375,40.34375,-66.90625,479.38501959835105,-1.4687501192092896,-142.2870349557672,-4.59375,-47.562503814697266,0.0005800000000000249,3.3691405527381852,477930684_50
Vip+,GABAergic,positive,aspiny,L2/L3,-47.6875,31.625001907348633,-71.56250762939453,409.18537411140056,-17.75,-120.59469812872462,12.40625,-53.500003814697266,0.000640000000000196,3.3930627171903516,501736631_62
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-43.593753814697266,26.375001907348633,-65.59375762939453,399.67913211304653,-9.65625,-134.47006975832113,1.5312501192092896,-56.500003814697266,0.0005550000000000832,2.9722534749284906,475619177_48
Glutamatergic,Glutamatergic,positive,spiny,L5,-44.03125,43.500003814697266,-65.375,483.73154690341704,-1.15625,-130.3837247048123,17.78125,-53.59375,0.0006399999999999739,3.7100608070415335,563338541_57
Vip+,GABAergic,positive,aspiny,L2/L3,-46.96875,40.718753814697266,-71.84375,484.8087727061975,-13.812500953674316,-148.0292649499318,21.96875,-56.531253814697266,0.0006199999999998429,3.2750873475604654,556701250_49
Glutamatergic,Glutamatergic,positive,spiny,L6a,-46.96875,35.687503814697266,-74.0,378.7732590210315,-11.281250953674316,-86.2008207659027,11.312500953674316,-53.343753814697266,0.0008599999999998609,4.394079495480369,515462796_60
Glutamatergic,Glutamatergic,positive,spiny,L5,-46.59375,42.53125,-68.50000762939453,432.68535845671784,-5.500000476837158,-120.95518334484993,18.843751907348633,-56.812503814697266,0.0007599999999998719,3.5772370103653013,501891177_39
Pvalb+,GABAergic,positive,aspiny,L2/L3,-47.156253814697266,12.312500953674316,-80.03125,437.64091936848035,-15.281250953674316,-310.62372029071247,-10.96875,-60.000003814697266,0.0002649999999999597,1.408910172600124,486791945_70
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.812503814697266,41.187503814697266,-81.8125,432.65316231238364,-7.937500476837158,-115.94842831994224,11.25,-52.96875,0.0007399999999999629,3.731427571562612,500964358_55
Vip+,GABAergic,positive,aspiny,L2/L3,-38.156253814697266,34.656253814697266,-59.843753814697266,452.7257430801873,-11.84375,-189.19222654745724,15.3125,-54.531253814697266,0.00045999999999990493,2.3929405099877346,560814288_46
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-38.28125,30.09375,-77.90625,450.19779062090845,-3.78125,-169.90832863278482,-13.0,-55.1875,0.00045999999999990493,2.649651104472345,327997484_55
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-39.5,27.250001907348633,-65.25,358.9222390162349,-5.468750476837158,-132.26469358627,-9.843750953674316,-56.500003814697266,0.0005800000000000249,2.7136662799746096,514825708_51
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-43.593753814697266,24.750001907348633,-73.65625,319.61958150592017,-5.8125,-131.3371614740761,4.312500476837158,-55.937503814697266,0.0005599999999998939,2.433580701140766,538162646_49
Glutamatergic,Glutamatergic,positive,spiny,L6b,-42.34375,39.0625,-67.59375,377.43411569189084,-8.3125,-152.81867482249766,8.65625,-54.71875,0.000660000000000105,2.469816703555957,504613416_66
Glutamatergic,Glutamatergic,positive,spiny,L6b,-38.812503814697266,35.0,-78.43750762939453,311.2699303654786,-8.71875,-103.83837693594278,-6.375000476837158,-55.156253814697266,0.0009200000000000319,2.9976386337153462,503814817_54
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.593753814697266,49.656253814697266,-75.96875762939453,588.556161415857,4.1875,-118.52555556742296,13.843750953674316,-49.78125,0.000660000000000105,4.9656477761123705,562185938_56
Sst+,GABAergic,positive,aspiny,L4,-48.218753814697266,15.125000953674316,-76.71875762939453,486.57606737866377,-14.875,-399.3940725906307,-11.84375,-64.78125762939453,0.00022999999999995246,1.2182856501162764,476764144_54
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-45.812503814697266,38.718753814697266,-73.21875762939453,497.62910288335485,1.3750001192092896,-161.229681409494,-6.562500476837158,-54.46875,0.0005049999999999777,3.0864608708086925,489923501_41
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-41.09375,12.906250953674316,-72.03125,266.72605079716124,-16.78125,-107.8403654284104,-8.15625,-56.15625,0.0006399999999999739,2.4733414963641494,536951541_56
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-44.03125,18.0625,-74.71875,312.5614447395403,-14.625000953674316,-121.54413990159493,-1.8125001192092896,-59.1875,0.0006199999999998429,2.5715879432163296,516838734_59
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-47.5,19.25,-77.0625,444.1073612583568,-11.84375,-284.05871591529956,-9.875,-62.156253814697266,0.00031500000000006523,1.5634350800585202,396963717_61
Glutamatergic,Glutamatergic,positive,spiny,L5,-50.468753814697266,42.781253814697266,-72.81250762939453,442.5995068333677,-5.78125,-100.19596058378073,16.656251907348633,-53.6875,0.0007800000000000029,4.417338825383881,599393756_60
Pvalb+,GABAergic,positive,aspiny,L4,-41.40625,22.125,-70.21875762939453,430.77467000572767,-15.90625,-300.2720696602389,-1.09375,-57.250003814697266,0.00031999999999987594,1.4346145164055846,573976402_70
Vip+,GABAergic,positive,aspiny,L2/L3,-39.593753814697266,32.812503814697266,-74.03125762939453,351.99915130967094,-15.437500953674316,-116.06678311698022,2.78125,-53.312503814697266,0.0006999999999999229,3.0327294498625124,586072783_53
Sst+,GABAergic,positive,aspiny,L6b,-44.875,24.218751907348633,-78.06250762939453,387.30444295769183,-9.59375,-184.66793400836312,-15.40625,-59.25,0.00048499999999984666,2.0973020846172017,328954223_44
Glutamatergic,Glutamatergic,positive,spiny,L4,-51.500003814697266,35.75,-79.18750762939453,461.52810824452587,-14.062500953674316,-114.07500105895646,-11.968750953674316,-57.125003814697266,0.0007600000000000939,4.045830409468925,502245101_54
Glutamatergic,Glutamatergic,positive,spiny,L5,-42.28125,48.5,-66.34375762939453,466.5750034504428,0.40625,-114.6118791017323,26.500001907348633,-50.781253814697266,0.0007399999999999629,4.0709131296617125,563353582_64
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.78125,46.875003814697266,-72.65625,473.60443319681775,0.125,-111.40513109428011,9.281250953674316,-50.09375,0.0007600000000000939,4.251190484179899,476056333_42
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-41.78125,26.093751907348633,-68.9375,330.79211308245357,-4.46875,-127.85120158650717,6.218750476837158,-55.062503814697266,0.000600000000000156,2.5873211121808013,526801742_42
Vip+,GABAergic,positive,aspiny,L6b,-39.687503814697266,43.281253814697266,-61.25,451.7158398801423,-4.84375,-143.53872976984925,22.8125,-49.406253814697266,0.0005999999999999339,3.14699621910007,594611511_52
Vip+,GABAergic,positive,aspiny,L4,-41.625,27.843751907348633,-66.59375,312.95979090588463,-14.093750953674316,-98.57694641008983,5.53125,-51.375,0.0007800000000000029,3.174776682612393,560817063_46
Glutamatergic,Glutamatergic,positive,spiny,L4,-51.343753814697266,49.031253814697266,-83.68750762939453,663.3592187216632,1.09375,-128.4401271507724,31.843751907348633,-53.375003814697266,0.000600000000000156,5.164734989268297,482726727_50
Glutamatergic,Glutamatergic,positive,spiny,L4,-46.65625,32.0,-77.875,405.10788850483436,-12.40625,-145.5832489266255,-7.062500476837158,-56.531253814697266,0.0006200000000000649,2.7826545395274858,490267219_48
Vip+,GABAergic,positive,aspiny,L5,-42.625003814697266,34.625,-73.84375762939453,501.28268562630586,-6.093750476837158,-144.9020660900115,16.0625,-52.031253814697266,0.0005399999999999849,3.4594585098249384,562527850_52
Vip+,GABAergic,positive,aspiny,L2/L3,-47.0625,40.156253814697266,-71.53125,421.12099710592247,-5.031250476837158,-133.81508211669845,16.75,-52.500003814697266,0.0006599999999998829,3.147036869421551,563790168_46
Sst+,GABAergic,positive,aspiny,L5,-41.46875,39.875,-72.31250762939453,421.0504311112407,3.781250238418579,-133.49927347742155,20.281251907348633,-51.28125,0.000600000000000156,3.1539529777474935,584671501_63
Glutamatergic,Glutamatergic,positive,spiny,L5,-48.875003814697266,31.218751907348633,-72.28125762939453,314.35322177851623,-3.093750238418579,-112.16707260044414,4.21875,-54.093753814697266,0.0007049999999999557,2.8025445836345337,480122859_47
Glutamatergic,Glutamatergic,positive,spiny,L4,-39.343753814697266,41.125003814697266,-67.78125762939453,352.48432248834695,0.75,-91.56686547847582,17.562501907348633,-46.156253814697266,0.0008099999999999774,3.8494745959301593,476198393_39
Vip+,GABAergic,positive,aspiny,L4,-45.6875,43.21875,-73.5,411.60415286070014,-7.1875,-120.93050637977042,21.5,-50.40625,0.0007399999999999629,3.403642018731796,585944237_46
Pvalb+,GABAergic,positive,aspiny,L2/L3,-46.4375,26.5625,-69.84375762939453,454.33158505419937,-9.437500953674316,-348.21144641345796,-3.062500238418579,-62.250003814697266,0.000320000000000098,1.304757754903717,580507567_75
Sst+,GABAergic,positive,aspiny,L5,-45.843753814697266,36.21875,-69.59375,364.80134108911415,-0.8125,-192.50686726002286,-1.5312501192092896,-57.218753814697266,0.0004950000000001342,1.8950042992303735,473011949_61
Vip+,GABAergic,positive,aspiny,L5,-47.875003814697266,31.781251907348633,-73.5625,466.23125955081974,-6.5,-283.70938482586075,1.5,-64.84375,0.00039999999999995595,1.64334098372174,531342116_47
Glutamatergic,Glutamatergic,positive,spiny,L4,-59.875003814697266,36.000003814697266,-84.53125762939453,479.1889065629623,-13.750000953674316,-107.52283350656298,15.000000953674316,-62.562503814697266,0.0007800000000000029,4.456624615772552,588728161_55
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-42.5,28.875,-71.9375,321.83983501815965,-4.125,-153.10268858704646,10.25,-53.718753814697266,0.0005399999999999849,2.1021174610867646,555781149_64
Glutamatergic,Glutamatergic,positive,spiny,L6a,-48.03125,44.531253814697266,-72.03125,487.4412079103773,-2.4375,-108.62472907821274,11.625,-55.468753814697266,0.0007600000000000939,4.487387099114479,526573598_41
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-41.625,40.093753814697266,-69.78125,415.27581104738675,4.625,-187.71280867101746,20.156251907348633,-50.531253814697266,0.0004999999999999449,2.2122934177347093,594091004_78
Sst+,GABAergic,positive,aspiny,L5,-45.750003814697266,26.250001907348633,-66.21875762939453,336.13012029337034,-3.5,-157.96835721086427,-9.781250953674316,-59.531253814697266,0.0005399999999999849,2.127831967288782,466664172_47
Glutamatergic,Glutamatergic,positive,spiny,L6b,-38.812503814697266,31.000001907348633,-72.03125,350.62008135932746,-7.375000476837158,-136.5077837905336,-1.03125,-50.031253814697266,0.0006250000000000977,2.5684988183336244,471789504_57
Pvalb+,GABAergic,positive,aspiny,L4,-51.906253814697266,25.25,-77.62500762939453,488.5772354249325,-5.437500476837158,-440.0243962662945,-7.906250476837158,-68.78125762939453,0.0002649999999999597,1.110341243736983,488685185_69
Vip+,GABAergic,positive,aspiny,L5,-42.03125,40.062503814697266,-64.3125,514.3487715399282,-5.375,-167.73025506046548,20.78125,-45.78125,0.00048000000000003595,3.0665235163120057,575919223_59
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-62.312503814697266,11.968750953674316,-62.8125,159.1435107288074,-7.562500476837158,-109.76908271397963,-9.8125,-52.0,0.0006999999999999229,1.44980268390764,479219923_42
Glutamatergic,Glutamatergic,positive,spiny,L5,-41.21875,43.343753814697266,-67.46875762939453,432.90950510089004,-5.281250476837158,-90.63099869937705,28.59375,-45.78125,0.0007999999999999119,4.776616293690535,581741836_73
Vip+,GABAergic,positive,aspiny,L2/L3,-45.031253814697266,18.78125,-75.0,342.99421569358924,-21.312501907348633,-139.11938692280157,-7.250000476837158,-55.312503814697266,0.000560000000000116,2.4654666993603085,522418855_40
Glutamatergic,Glutamatergic,positive,spiny,L4,-44.4375,36.59375,-72.71875762939453,371.6666985909141,-9.8125,-107.13880286890479,9.000000953674316,-51.375,0.0007449999999999957,3.4690204542016962,324521027_56
Glutamatergic,Glutamatergic,positive,spiny,L4,-46.843753814697266,40.718753814697266,-76.28125762939453,500.56069561377353,-6.218750476837158,-127.02887238340814,6.125000476837158,-52.625003814697266,0.0006599999999998829,3.9405269543993384,500964382_44
Glutamatergic,Glutamatergic,positive,spiny,L5,-52.281253814697266,38.343753814697266,-76.34375,484.6159671943337,-15.656251907348633,-133.58636562708625,-7.250000476837158,-52.906253814697266,0.000660000000000105,3.627735247676144,502366405_64
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-45.343753814697266,17.59375,-71.125,375.7243737870187,-17.968751907348633,-198.64780025629238,-8.8125,-62.531253814697266,0.00043999999999999595,1.8914096874078887,561552455_58
Glutamatergic,Glutamatergic,positive,spiny,L6b,-40.781253814697266,48.90625,-66.0,421.30364377534397,2.500000238418579,-97.90106605173024,28.906251907348633,-49.906253814697266,0.0008399999999999519,4.303361145758414,558583839_40
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-37.71875,30.03125,-63.125,313.2376212091981,-2.4375,-123.4856902768056,3.187500238418579,-53.875003814697266,0.0006200000000000649,2.5366309287095894,562630201_54
Glutamatergic,Glutamatergic,positive,spiny,L4,-40.59375,50.15625,-73.43750762939453,433.04206806633636,6.406250476837158,-114.70809071099339,24.656251907348633,-45.093753814697266,0.0007250000000000867,3.7751658612938144,483092310_63
Glutamatergic,Glutamatergic,positive,spiny,L5,-45.250003814697266,41.656253814697266,-66.90625,489.4510317429599,-7.531250476837158,-143.8294284515079,-2.78125,-50.468753814697266,0.0005999999999999339,3.4029964313456085,563220277_57
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-43.53125,36.125,-83.09375762939453,373.34492501425615,-9.625000953674316,-105.33296307087058,11.156250953674316,-52.187503814697266,0.0008000000000001339,3.544426304262044,502359001_53
Glutamatergic,Glutamatergic,positive,spiny,L4,-46.687503814697266,44.8125,-79.28125762939453,489.22664635260827,-9.125000953674316,-113.97942102344206,-12.531250953674316,-52.031253814697266,0.0007599999999998719,4.292236633242674,514544971_56
Glutamatergic,Glutamatergic,positive,spiny,L5,-72.59375,-22.031251907348633,-72.1875,57.06800613210549,-69.65625,-48.25019754629151,-25.125,-56.59375,0.0022699999999999942,1.182751761323964,320654829_60
Glutamatergic,Glutamatergic,positive,spiny,L4,-46.90625,37.437503814697266,-78.34375762939453,447.73461176729967,-15.468750953674316,-109.91197516625961,11.312500953674316,-53.500003814697266,0.0007399999999999629,4.073574431630664,504647603_62
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-41.71875,22.84375,-73.15625,308.45117826734884,-8.03125,-134.62869357889636,-4.90625,-56.968753814697266,0.0005800000000000249,2.291125094269651,527874431_43
Glutamatergic,Glutamatergic,positive,spiny,L5,-42.0,38.4375,-74.46875762939453,366.831965102029,-3.78125,-99.86968998447395,-9.59375,-50.0,0.0008500000000000174,3.6731060761183683,325480372_43
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-33.875003814697266,24.53125,-64.78125762939453,261.9219149519175,-6.437500476837158,-86.4011237170883,-2.46875,-46.5,0.0007800000000000029,3.031464218099225,564438523_44
Glutamatergic,Glutamatergic,positive,spiny,L4,-49.906253814697266,42.375003814697266,-76.78125,563.2345045017195,-9.562500953674316,-116.75015780100418,16.0,-52.656253814697266,0.0006399999999999739,4.824271890593325,500859045_50
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.968753814697266,46.687503814697266,-75.65625,525.7439975149354,2.65625,-137.35825523072484,15.3125,-52.9375,0.0006050000000001887,3.827538407734047,367567889_56
Glutamatergic,Glutamatergic,negative,spiny,L5,-45.46875,40.4375,-70.25000762939453,450.02739934030035,-5.000000476837158,-131.20924311033005,4.968750476837158,-53.093753814697266,0.0006500000000000394,3.4298452507792105,486111903_63
Pvalb+,GABAergic,positive,aspiny,L2/L3,-38.968753814697266,26.062501907348633,-60.500003814697266,369.0118357533046,-12.968750953674316,-139.37920500855577,-0.125,-52.843753814697266,0.000560000000000116,2.6475386750172154,581058864_53
Pvalb+,GABAergic,positive,aspiny,L4,-54.71875,14.812500953674316,-83.59375762939453,458.8123233477303,-16.937501907348633,-361.39863286583625,-13.21875,-69.12500762939453,0.000280000000000058,1.2695463724071623,491038812_67
Vip+,GABAergic,positive,aspiny,L4,-42.875003814697266,41.187503814697266,-69.75,452.7505175021627,-4.281250476837158,-139.1972608281244,22.343751907348633,-54.25,0.0006200000000000649,3.2525820896806454,575774870_58
Sst+,GABAergic,positive,aspiny,L4,-48.593753814697266,24.3125,-72.375,378.7442204367166,-2.96875,-268.97465656573723,-8.9375,-60.90625,0.00036500000000017074,1.4081037420867633,329241587_43
Pvalb+,GABAergic,positive,aspiny,L2/L3,-45.125003814697266,35.5,-68.18750762939453,558.1937627137786,-2.593750238418579,-434.7846076753675,5.500000476837158,-60.593753814697266,0.000280000000000058,1.283839751591562,585948651_52
Pvalb+,GABAergic,positive,aspiny,L4,-48.687503814697266,18.78125,-70.78125,445.0904434395339,-12.031250953674316,-344.02434638646264,-9.062500953674316,-66.40625,0.0002849999999998687,1.2937760019447513,487640196_63
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-36.656253814697266,27.843751907348633,-72.9375,373.4355700352687,-8.59375,-143.61404151660784,0.125,-54.500003814697266,0.000560000000000116,2.6002719935437777,527089085_46
Glutamatergic,Glutamatergic,positive,spiny,L5,-47.4375,40.25,-71.65625,490.8518123224553,-5.9375,-159.1736456620451,-8.15625,-53.71875,0.0005950000000001232,3.0837505183780483,329554301_52
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-41.437503814697266,28.281251907348633,-72.40625762939453,356.54371168344466,-2.500000238418579,-152.50247183191476,1.7812501192092896,-50.15625,0.000520000000000076,2.3379536567539714,526939383_43
Glutamatergic,Glutamatergic,positive,spiny,L5,-46.78125,42.5,-62.625,481.38741919633844,0.9375000596046448,-120.2208906007979,24.6875,-53.4375,0.0006500000000000394,4.004191091836276,323777372_70
Pvalb+,GABAergic,positive,aspiny,L6b,-40.03125,36.906253814697266,-72.34375,452.9521628561317,3.781250238418579,-205.8854065823967,17.1875,-54.46875,0.00043999999999999595,2.200020731798964,554454165_52
Glutamatergic,Glutamatergic,positive,spiny,L5,-45.343753814697266,35.3125,-77.5,408.8863054813479,-10.781250953674316,-113.03503955170733,-9.343750953674316,-55.4375,0.0007200000000000539,3.6173411988262707,502887600_44
Glutamatergic,Glutamatergic,positive,spiny,L4,-48.937503814697266,43.593753814697266,-77.62500762939453,525.9024316642524,-5.3125,-125.09627580794289,-11.937500953674316,-51.000003814697266,0.0006949999999998902,4.203981519575026,480778441_49
