transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v,peak_v,trough_v,upstroke,upstroke_v,downstroke,downstroke_v,fast_trough_v,width,upstroke_downstroke_ratio,file_name
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-41.656253814697266,27.968751907348633,-77.31250762939453,364.5851802505111,-7.156250476837158,-132.7779524484646,-9.6875,-66.75000762939453,0.0006399999999999739,2.7458261972522764,481136214_61
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-44.96875,20.156251907348633,-69.25,383.95571847307826,-15.59375,-115.44231278413213,-4.343750476837158,-54.187503814697266,0.0005900000000000905,3.3259531034434895,475622680_41
Htr3a+|Vip-,GABAergic,positive,aspiny,L6b,-41.21875,30.531251907348633,-70.34375762939453,348.35590472885076,-7.750000476837158,-124.7680850471209,-10.656250953674316,-54.031253814697266,0.0006200000000000649,2.792027340944504,578485753_64
Glutamatergic,Glutamatergic,positive,spiny,L4,-35.0,25.0,-81.53125762939453,291.0713401813621,-8.343750953674316,-116.1666677768229,-7.6875,-49.968753814697266,0.0007049999999999557,2.5056356160664137,469798159_58
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-48.062503814697266,21.0625,-72.21875,465.64244275811893,-11.375000953674316,-357.307708146502,-10.156250953674316,-62.90625,0.00026999999999999247,1.3031973062478626,481099785_68
Glutamatergic,Glutamatergic,positive,spiny,L4,-48.5,46.90625,-81.0625,487.1709812205281,2.250000238418579,-97.38813157739413,16.375001907348633,-53.406253814697266,0.0008299999999998864,5.002365004131684,486560376_56
Glutamatergic,Glutamatergic,positive,spiny,L4,-42.84375,51.53125,-73.09375,473.3258786868372,8.53125,-98.05219705313985,25.062501907348633,-51.03125,0.0008400000000001739,4.827284782107595,313861677_48
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-42.34375,35.281253814697266,-66.84375762939453,521.2245955545133,-2.875000238418579,-219.36672156021788,12.0,-52.125003814697266,0.0003850000000000797,2.3760422357929665,477880128_45
Sst+,GABAergic,positive,aspiny,L1,-41.687503814697266,25.093751907348633,-78.03125762939453,320.5541511260519,-8.03125,-129.2001490817629,-6.3125,-58.250003814697266,0.0006399999999999739,2.4810664182995077,585955070_71
Glutamatergic,Glutamatergic,negative,spiny,L5,-41.3125,32.812503814697266,-80.40625762939453,332.8618734768585,-6.375000476837158,-112.16477715534327,5.031250476837158,-44.875003814697266,0.0006550000000000722,2.96761498501316,480090260_43
Sst+,GABAergic,positive,aspiny,L6b,-35.843753814697266,20.562501907348633,-64.18750762939453,249.5226104648209,-5.34375,-124.40877341481868,-9.96875,-55.84375,0.0006800000000000139,2.005667314417068,572416871_55
Glutamatergic,Glutamatergic,positive,spiny,L5,-44.03125,37.3125,-61.218753814697266,372.3514160431128,-4.375,-108.2920011365096,17.250001907348633,-54.437503814697266,0.0007599999999998719,3.438401840720793,558675895_63
Glutamatergic,Glutamatergic,positive,spiny,L4,-41.437503814697266,36.500003814697266,-75.34375,419.15328074908,-10.1875,-124.93159348749789,0.5,-50.468753814697266,0.0006599999999998829,3.355062310887961,521938313_43
Sst+,GABAergic,positive,aspiny,L4,-43.812503814697266,17.15625,-66.875,356.54441971522647,-13.21875,-195.10028614733392,-9.781250953674316,-57.093753814697266,0.0004150000000000542,1.82749306398236,485287282_38
Glutamatergic,Glutamatergic,positive,spiny,L5,-51.312503814697266,39.187503814697266,-70.15625762939453,461.62554259598454,-5.281250476837158,-106.14507023790931,-7.156250476837158,-52.843753814697266,0.0007350000000001522,4.349005955352571,479722622_49
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-52.062503814697266,16.0,-78.34375762939453,383.8449057770447,-13.906250953674316,-151.18606247322225,-15.53125,-67.9375,0.000520000000000076,2.538890817697104,487155664_49
Vip+,GABAergic,positive,aspiny,L4,-43.343753814697266,38.78125,-66.78125,431.4822981616248,-3.656250238418579,-149.41875525230375,9.65625,-51.062503814697266,0.000600000000000156,2.8877385401386695,562003142_42
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.53125,40.0,-79.40625762939453,456.2689673952166,-6.65625,-128.2286084045113,7.250000476837158,-52.78125,0.0006500000000000394,3.558246268694313,467357834_60
Sst+,GABAergic,positive,aspiny,L5,-50.937503814697266,25.500001907348633,-77.5625,475.6663208747047,-6.75,-285.93744286247414,-8.187500953674316,-63.562503814697266,0.0003249999999999087,1.6635328207208018,475517157_47
Glutamatergic,Glutamatergic,positive,spiny,L6b,-44.28125,39.25,-79.0,366.81290759347735,-0.1562500149011612,-102.53036334359832,16.3125,-44.468753814697266,0.0007199999999998319,3.577602727927717,562731565_75
Glutamatergic,Glutamatergic,positive,spiny,L5,-50.593753814697266,40.1875,-75.50000762939453,525.1066009128438,-8.4375,-126.91101057077789,23.875001907348633,-54.3125,0.0005999999999999339,4.137596876356078,502647640_44
Vip+,GABAergic,positive,aspiny,L4,-39.0625,30.250001907348633,-64.34375,304.7157778127134,-12.375000953674316,-97.57011795891293,7.500000476837158,-46.562503814697266,0.0007999999999999119,3.1230440649977496,560690291_41
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.125003814697266,32.53125,-73.12500762939453,375.4680994571616,-9.8125,-135.7314725540556,-5.468750476837158,-51.84375,0.0006599999999998829,2.766256730233512,517647182_56
Pvalb+,GABAergic,positive,aspiny,L4,-45.34375,2.0,-70.46875,409.69238249996187,-20.28125,-349.54160825939215,-18.65625,-58.28125,0.00018999999999991246,1.172084732744985,341459814_71
Htr3a+|Vip-,GABAergic,positive,aspiny,L6b,-49.187503814697266,20.5,-71.5,454.53658740019887,-13.343750953674316,-343.623735530471,-5.968750476837158,-63.84375,0.00029999999999996696,1.3227741287967363,564409183_59
Glutamatergic,Glutamatergic,negative,spiny,L6b,-43.843753814697266,47.281253814697266,-61.09375,304.8699739980854,5.78125,-64.79605815687864,5.875000476837158,-49.968753814697266,0.0012199999999999989,4.705069763039604,509885554_46
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-44.8125,27.468751907348633,-80.09375762939453,353.2040165744355,-5.53125,-141.55729547106077,10.718750953674316,-65.25,0.0006199999999998429,2.495131143888255,565723357_58
Pvalb+,GABAergic,positive,aspiny,L4,-44.468753814697266,23.750001907348633,-71.5,473.61600453638846,-10.03125,-362.87585693911956,-6.093750476837158,-60.375,0.000280000000000058,1.305173644042811,574067499_76
Glutamatergic,Glutamatergic,positive,spiny,L4,-49.78125,49.1875,-78.96875,577.5430582848193,5.46875,-140.70591677953828,-8.1875,-51.312503814697266,0.0005800000000000249,4.10461103202738,422738880_60
Glutamatergic,Glutamatergic,positive,spiny,L6b,-43.593753814697266,30.218751907348633,-76.31250762939453,350.54487542982895,-14.250000953674316,-79.79399329686899,9.75,-53.656253814697266,0.0008999999999999009,4.393123604249843,502667140_41
Sst+,GABAergic,positive,aspiny,L5,-47.21875,38.40625,-74.84375,402.346949192104,3.78125,-268.8549075129415,9.15625,-63.21875,0.00042000000000008697,1.4965207550572115,324256803_45
Sst+,GABAergic,positive,aspiny,L5,-46.843753814697266,26.0,-69.00000762939453,366.75038262063623,-6.71875,-217.21201942040787,-6.25,-62.875003814697266,0.0004450000000000287,1.688444238027183,478412623_44
Glutamatergic,Glutamatergic,negative,spiny,L6b,-43.343753814697266,35.687503814697266,-70.96875762939453,366.0062689302029,-9.218750953674316,-161.67523166999263,-3.15625,-55.656253814697266,0.0006599999999998829,2.2638363659641176,501845152_57
Glutamatergic,Glutamatergic,positive,spiny,L4,-45.812503814697266,53.84375,-71.78125762939453,455.7041693822856,10.25,-111.86095294794403,32.250003814697266,-49.84375,0.0007800000000000029,4.0738448705541925,476129135_56
Sst+,GABAergic,positive,aspiny,L1,-37.375003814697266,30.03125,-69.03125,373.7206370056374,-3.468750238418579,-132.47852491369383,-2.406250238418579,-57.000003814697266,0.0006200000000000649,2.8209903246515333,523748610_45
Pvalb+,GABAergic,positive,aspiny,L5,-49.28125,24.343751907348633,-72.09375762939453,485.0788441350901,-11.656250953674316,-362.66689996399674,-3.0,-64.65625,0.00029999999999996696,1.3375327171662086,569720969_65
Glutamatergic,Glutamatergic,positive,spiny,L5,-38.500003814697266,42.65625,-76.03125,468.7296398566094,-4.062500476837158,-141.1701272035223,-4.968750476837158,-48.156253814697266,0.0006200000000000649,3.3203174718462267,479015224_40
Sst+,GABAergic,positive,aspiny,L5,-43.187503814697266,22.6875,-76.68750762939453,400.620466190217,-8.875,-255.3186874914643,-4.15625,-62.875003814697266,0.0003849999999998577,1.5690996617848836,486352114_45
Glutamatergic,Glutamatergic,positive,spiny,L6b,-56.906253814697266,35.90625,-82.65625762939453,423.338611707421,-4.750000476837158,-127.08479409435688,0.8125,-62.750003814697266,0.0007550000000000612,3.3311507857746068,490612150_65
Vip+,GABAergic,positive,aspiny,L2/L3,-44.531253814697266,36.968753814697266,-70.3125,512.8374477382051,-14.750000953674316,-169.3891663653693,14.4375,-54.218753814697266,0.0004999999999999449,3.0275693466252984,568757860_52
Glutamatergic,Glutamatergic,negative,spiny,L5,-48.468753814697266,34.750003814697266,-79.125,366.01913115249175,-7.031250476837158,-113.38246453398362,5.000000476837158,-48.593753814697266,0.0006999999999999229,3.2281811182785365,480169278_46
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.53125,17.4375,-71.71875,220.07461835584783,-18.375,-84.59003241760843,-4.4375,-47.21875,0.0008249999999998536,2.601661354961683,476455864_50
Glutamatergic,Glutamatergic,positive,spiny,L6b,-46.843753814697266,41.750003814697266,-72.4375,373.03111449819374,-3.750000238418579,-149.62068133554126,-3.187500238418579,-50.125003814697266,0.0006649999999999157,2.493178825069172,488687894_61
Glutamatergic,Glutamatergic,positive,spiny,L6a,-47.21875,38.21875,-64.09375,422.0434363302493,-11.000000953674316,-100.1451189013928,-2.4375,-56.500003814697266,0.0008000000000001339,4.21431859046282,515464483_43
Glutamatergic,Glutamatergic,positive,spiny,L5,-46.875003814697266,40.5,-66.59375,437.4717859247327,-1.6562501192092896,-106.20726476063267,23.25,-52.40625,0.0007200000000000539,4.119038249508599,562999984_76
Vip+,GABAergic,positive,aspiny,L5,-41.21875,25.937501907348633,-60.718753814697266,268.20808862511956,-7.4375,-90.16297253264034,3.062500238418579,-51.031253814697266,0.0008000000000001339,2.9747032633382204,593054951_43
Pvalb+,GABAergic,positive,aspiny,L4,-49.343753814697266,25.6875,-74.96875762939453,509.80439487270627,-13.0,-392.8246659456342,-6.218750476837158,-64.4375,0.000280000000000058,1.2977912006759313,510706277_62
Glutamatergic,Glutamatergic,positive,spiny,L5,-41.531253814697266,39.71875,-64.53125,341.587575970406,1.4687501192092896,-116.80755717860117,13.5625,-51.812503814697266,0.0007399999999999629,2.9243619524386726,569710450_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-42.09375,44.75,-78.59375,385.8473974417109,-6.562500476837158,-78.11376650830141,26.46875,-48.843753814697266,0.0010099999999999554,4.939556939693922,324053519_63
Pvalb+,GABAergic,positive,aspiny,L2/L3,-51.250003814697266,24.625001907348633,-76.96875,527.3094351302815,-8.03125,-443.01143598529825,-9.96875,-69.5625,0.0002500000000000835,1.1902840249653979,485048967_79
Glutamatergic,Glutamatergic,positive,spiny,L5,-41.343753814697266,35.5,-77.53125762939453,410.7921843131959,-8.25,-141.03616305519742,-10.156250953674316,-50.468753814697266,0.0006349999999999412,2.9126727175102167,471143169_50
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-39.031253814697266,16.531251907348633,-65.75,311.3280220652592,-9.875,-129.22522466893727,-2.90625,-53.000003814697266,0.0005150000000000432,2.4091892497215768,473974547_33
Glutamatergic,Glutamatergic,positive,spiny,L4,-42.34375,41.0,-75.50000762939453,358.7916777399673,-6.093750476837158,-98.37926885693125,10.5625,-54.3125,0.0008649999999998936,3.647025251445431,313861934_49
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.875,50.34375,-78.78125762939453,512.891887611517,3.406250238418579,-121.77815176833435,24.8125,-49.406253814697266,0.0006900000000000794,4.211690522181852,483101699_62
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.21875,43.5625,-77.6875,519.0194940199771,-1.8750001192092896,-124.73081301799026,6.03125,-53.375003814697266,0.000660000000000105,4.161116900160969,486756093_54
Glutamatergic,Glutamatergic,negative,spiny,L5,-48.468753814697266,40.250003814697266,-71.9375,439.03334820222534,-4.781250476837158,-167.09240508670018,-6.3125,-56.593753814697266,0.0006349999999999412,2.6274883527735544,484659182_43
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-41.843753814697266,28.59375,-71.78125762939453,320.75562320446,-3.625000238418579,-101.4016330943259,8.625000953674316,-56.281253814697266,0.0007200000000000539,3.1632195006769415,574914313_70
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-40.84375,23.718751907348633,-79.0,372.33749645699885,-10.40625,-124.90331506065885,-7.031250476837158,-64.03125,0.0006200000000000649,2.981005718512551,464188580_55
Vip+,GABAergic,positive,aspiny,L2/L3,-41.750003814697266,40.468753814697266,-64.03125,466.0204163498705,-11.46875,-133.17643091194995,21.000001907348633,-52.468753814697266,0.0006399999999999739,3.4992709532663593,569810649_40
Vip+,GABAergic,positive,aspiny,L6b,-44.96875,44.625003814697266,-81.34375762939453,499.81803640837353,-9.65625,-156.02156893130032,23.468751907348633,-58.000003814697266,0.0006199999999998429,3.2035188457081483,570014498_44
Pvalb+,GABAergic,positive,aspiny,L5,-48.40625,29.000001907348633,-73.5,493.5486250244925,-5.406250476837158,-324.4795441866391,-2.281250238418579,-64.46875762939453,0.0003249999999999087,1.5210469623336431,480952106_53
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.53125,43.500003814697266,-71.1875,499.034849706298,-3.59375,-138.7656393667053,8.187500953674316,-53.28125,0.0006450000000000067,3.5962422108511816,483019067_63
Glutamatergic,Glutamatergic,positive,spiny,L4,-49.125,37.843753814697266,-72.0625,504.0283574651762,-8.15625,-117.46386723333656,10.75,-52.593753814697266,0.0006450000000000067,4.290922556329148,320639930_56
Glutamatergic,Glutamatergic,positive,spiny,L4,-53.84375,33.0,-79.65625,426.4389514903334,-10.6875,-111.61952250291156,5.125,-57.468753814697266,0.0007150000000000212,3.820469232693679,485608017_66
Glutamatergic,Glutamatergic,positive,spiny,L5,-44.34375,37.96875,-67.4375,366.91902794085786,-7.281250476837158,-128.45888614583924,1.5,-52.531253814697266,0.0007800000000000029,2.8563148797997133,589442285_56
Glutamatergic,Glutamatergic,positive,spiny,L5,-50.25,26.5625,-74.96875762939453,266.0276003036436,-8.687500953674316,-85.93462585731078,7.062500476837158,-54.3125,0.0008300000000001084,3.0956974287101255,490612844_58
Sst+,GABAergic,positive,aspiny,L5,-49.09375,26.5,-76.15625,470.3938253938565,-8.3125,-276.3188023169699,-10.71875,-63.781253814697266,0.0003450000000000397,1.7023590919240448,322500634_45
Sst+,GABAergic,positive,aspiny,L5,-41.9375,42.84375,-58.562503814697266,375.0581693545755,3.562500238418579,-115.73311560344872,27.531251907348633,-55.687503814697266,0.0007800000000000029,3.2407160854433887,623892261_62
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-40.1875,30.75,-73.5625,384.10220027972287,-1.6562501192092896,-144.3508693281849,11.78125,-51.468753814697266,0.000520000000000076,2.6608928790477737,555089724_52
Glutamatergic,Glutamatergic,positive,spiny,L6b,-50.312503814697266,36.28125,-78.03125762939453,404.2193895707506,-11.78125,-151.08657284474808,10.25,-54.031253814697266,0.0006300000000001305,2.6754157034597243,471819401_52
Sst+,GABAergic,positive,aspiny,L2/L3,-42.84375,48.65625,-67.1875,442.97877547786425,10.3125,-232.9382385409836,19.000001907348633,-62.343753814697266,0.0005049999999999777,1.9017005462584269,476686112_41
Pvalb+,GABAergic,positive,aspiny,L2/L3,-46.312503814697266,14.625000953674316,-77.93750762939453,359.882620981342,-11.937500953674316,-257.81242001748797,-8.59375,-62.59375,0.00034000000000000696,1.395908781108879,479298854_84
Glutamatergic,Glutamatergic,positive,spiny,L5,-47.9375,45.593753814697266,-71.1875,553.3050345085999,-1.15625,-108.26187896178533,-9.65625,-56.812503814697266,0.0007600000000000939,5.110802064537486,628700262_54
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-42.093753814697266,27.343751907348633,-64.34375,352.6327028569218,-17.562501907348633,-97.92203915328963,6.71875,-50.687503814697266,0.0007200000000000539,3.6011576750858065,593398067_47
Pvalb+,GABAergic,positive,aspiny,L5,-41.906253814697266,29.500001907348633,-63.281253814697266,367.4764780789351,-5.875000476837158,-251.10720659917845,4.6875,-59.625003814697266,0.00043999999999999595,1.4634246585583153,596808442_55
Glutamatergic,Glutamatergic,positive,spiny,L5,-52.875,39.937503814697266,-77.8125,453.9103865785519,-2.09375,-128.48921308290457,4.812500476837158,-53.000003814697266,0.0006250000000000977,3.532673099069236,490558274_72
Sst+,GABAergic,positive,aspiny,L5,-47.28125,28.562501907348633,-65.96875,385.04505378415564,-3.3125,-197.24224291134908,-7.46875,-59.34375,0.00045999999999990493,1.9521429492018854,328093618_46
Glutamatergic,Glutamatergic,positive,spiny,L6b,-37.25,27.093751907348633,-78.21875,253.743936790109,-17.4375,-106.47254992567593,-5.500000476837158,-51.656253814697266,0.0009199999999998099,2.3831864360085024,522152249_49
Sst+,GABAergic,positive,aspiny,L4,-40.000003814697266,27.687501907348633,-63.593753814697266,419.00593162368665,-10.812500953674316,-259.36118445562454,-1.6875,-56.0625,0.00038000000000004697,1.6155306064904889,565381304_53
Glutamatergic,Glutamatergic,positive,spiny,L6b,-48.625003814697266,39.5,-80.28125,444.2340320576695,-10.218750953674316,-109.05344642491953,-9.781250953674316,-49.593753814697266,0.0007399999999999629,4.073544180591423,554454458_60
Glutamatergic,Glutamatergic,positive,spiny,L4,-55.59375,40.75,-80.5,456.5789664423401,-2.031250238418579,-92.79062978384928,5.5,-55.0,0.0008099999999999774,4.920528802379248,325464516_61
Pvalb+,GABAergic,positive,aspiny,L5,-53.03125,16.78125,-74.53125,444.8887226413913,-12.468750953674316,-358.3792033774865,-9.718750953674316,-63.34375,0.000260000000000149,1.24139101389983,320466871_78
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-47.593753814697266,41.8125,-73.59375,641.1495350132359,-2.281250238418579,-206.82745011776905,19.000001907348633,-55.34375,0.0004250000000001197,3.0999247665054166,487158599_41
Glutamatergic,Glutamatergic,positive,spiny,L4,-45.15625,40.25,-79.81250762939453,461.00616894657435,-4.375,-130.18450157627217,4.53125,-51.75,0.0006450000000000067,3.541175511406642,320880293_58
Sst+,GABAergic,positive,aspiny,L5,-37.781253814697266,24.937501907348633,-76.75,323.2089232687144,-6.593750476837158,-133.83369027708977,-10.437500953674316,-56.406253814697266,0.0005999999999999339,2.4150041936342146,555019563_63
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-36.093753814697266,24.0,-75.28125762939453,309.07738497702167,-11.78125,-134.58714000744104,-5.3125,-52.3125,0.000600000000000156,2.2964852731095515,539014038_48
Glutamatergic,Glutamatergic,positive,spiny,L6b,-43.0,39.5,-69.12500762939453,393.12891360228207,0.5625000596046448,-147.30399519442665,14.250000953674316,-55.656253814697266,0.0006200000000000649,2.6688272309477483,560581448_49
Glutamatergic,Glutamatergic,positive,spiny,L5,-45.812503814697266,32.6875,-71.5,388.0521647251893,-10.937500953674316,-141.62487803503313,-7.718750476837158,-54.687503814697266,0.0006599999999998829,2.7399999922979528,589764355_56
Pvalb+,GABAergic,positive,aspiny,L5,-50.0,18.625,-78.21875,405.81052639129655,-15.281250953674316,-272.90764912979034,-6.937500476837158,-63.156253814697266,0.00034000000000000696,1.486988465458144,515302868_61
Sst+,GABAergic,positive,aspiny,L4,-51.000003814697266,36.78125,-70.90625,508.99067756418316,-10.156250953674316,-278.3642969083019,11.625,-64.75,0.00039999999999995595,1.828505606564385,501280518_49
Sst+,GABAergic,positive,aspiny,L5,-41.6875,11.78125,-66.0,263.6373487295306,-14.8125,-161.22945397459176,-11.750000953674316,-58.625,0.00046999999999997044,1.6351686508290062,322229594_37
Vip+,GABAergic,positive,aspiny,L2/L3,-48.40625,45.968753814697266,-72.71875762939453,674.2060397625119,-0.6250000596046448,-235.01840360267735,24.781251907348633,-55.59375,0.00042000000000008697,2.8687372113305907,576336240_49
Glutamatergic,Glutamatergic,positive,spiny,L5,-47.0625,36.4375,-76.93750762939453,459.5126605695345,-6.03125,-130.92070858768773,14.500000953674316,-49.6875,0.0006150000000000322,3.5098546710183998,473642382_57
Glutamatergic,Glutamatergic,positive,spiny,L4,-45.625,36.718753814697266,-73.6875,533.3069980359159,-6.937500476837158,-166.3925250205005,-5.687500476837158,-47.718753814697266,0.00048000000000003595,3.2051139194516667,469800845_50
Glutamatergic,Glutamatergic,positive,spiny,L5,-48.937503814697266,23.312501907348633,-70.09375,345.3288314223521,-15.218750953674316,-104.41130834922441,-8.125000953674316,-49.0625,0.0006999999999999229,3.3073891792192764,487664663_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-51.25,42.062503814697266,-82.40625,490.6934013986092,-6.28125,-136.79591868741755,14.0,-52.46875,0.0006200000000000649,3.5870470852266956,329550277_52
Glutamatergic,Glutamatergic,positive,spiny,L5,-45.437503814697266,39.218753814697266,-72.46875,444.7653696733627,-4.9375,-123.56538651339073,12.78125,-53.90625,0.0006999999999999229,3.599433322091083,513843815_61
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-41.71875,31.125001907348633,-71.68750762939453,396.0117100660565,2.750000238418579,-161.08168051850674,-4.375,-56.875,0.0004899999999998794,2.4584528097256753,477991293_57
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-39.15625,23.15625,-73.71875,327.110163133807,-13.625000953674316,-113.65947644759164,-8.09375,-53.96875,0.0006500000000000394,2.877984074514345,327962063_40
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.1875,41.15625,-76.59375762939453,319.2800109246447,-5.718750476837158,-85.88851504062207,14.031250953674316,-49.312503814697266,0.0009550000000000392,3.717377239245983,475751758_47
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-44.843753814697266,43.0,-77.53125762939453,452.6215912694451,-13.21875,-122.81082087861542,-7.781250476837158,-54.656253814697266,0.0008000000000001339,3.685518816919319,502597328_45
Glutamatergic,Glutamatergic,positive,spiny,L5,-46.0,46.125003814697266,-69.53125762939453,528.1132752538371,-0.78125,-121.4866934582971,26.375001907348633,-49.4375,0.0006300000000001305,4.347087407026377,314617802_43
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-44.156253814697266,25.125,-61.718753814697266,378.79206824903446,-13.0,-130.83346048559284,1.8750001192092896,-54.093753814697266,0.0005800000000000249,2.895223185591322,565209132_45
Pvalb+,GABAergic,positive,aspiny,L6b,-46.468753814697266,18.5,-74.09375,526.1261636527128,-11.500000953674316,-440.1163342756193,-12.5,-65.31250762939453,0.000220000000000109,1.1954252152868985,487306716_59
Pvalb+,GABAergic,positive,aspiny,L6b,-48.40625,25.6875,-71.0,503.825061853977,-12.71875,-394.0051199702245,-4.500000476837158,-69.78125,0.00029999999999996696,1.2787271949462276,570946690_59
Sst+,GABAergic,positive,aspiny,L5,-47.125,41.500003814697266,-62.6875,402.81323532920084,6.218750476837158,-140.93619572929765,20.875001907348633,-59.218753814697266,0.0006599999999998829,2.8581247935973946,560750295_53
Vip+,GABAergic,positive,aspiny,L5,-49.406253814697266,40.093753814697266,-74.59375,482.46077774137353,-7.968750953674316,-162.81364568477179,15.937501907348633,-54.375003814697266,0.0005399999999999849,2.9632699133552958,571233863_43
Vip+,GABAergic,positive,aspiny,L2/L3,-45.843753814697266,40.5,-73.00000762939453,545.6200839936031,-12.906250953674316,-159.16693113832866,19.65625,-51.562503814697266,0.0005399999999999849,3.427973889371631,583142588_70
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.625,40.812503814697266,-73.15625,520.7635841982134,2.90625,-137.14529571569366,15.843750953674316,-47.906253814697266,0.0005349999999999522,3.7971669496981653,469832490_60
Vip+,GABAergic,positive,aspiny,L4,-41.21875,30.218751907348633,-68.71875,360.187921200956,-13.21875,-123.72062936843048,-6.03125,-55.468753814697266,0.0007199999999998319,2.9113004277430905,569809287_49
Glutamatergic,Glutamatergic,positive,spiny,L4,-41.593753814697266,41.5625,-65.15625,463.2220837820049,-10.46875,-100.98183767787128,15.062500953674316,-49.4375,0.0007800000000000029,4.5871821550689935,557996299_45
Glutamatergic,Glutamatergic,positive,spiny,L5,-49.000003814697266,43.0,-78.3125,388.4987886404639,-3.25,-137.0861195693879,6.5,-60.500003814697266,0.0007650000000001267,2.8339761156038867,476263004_46
Glutamatergic,Glutamatergic,positive,spiny,L6b,-40.90625,17.90625,-79.78125762939453,211.37206642689475,-17.281251907348633,-95.7740149785138,-9.03125,-54.750003814697266,0.0008399999999999519,2.2069876309802248,488676149_47
Glutamatergic,Glutamatergic,positive,spiny,L5,-49.000003814697266,44.718753814697266,-75.34375,541.4485029890161,-3.750000238418579,-124.05873897472097,35.65625,-53.53125,0.000700000000000145,4.36445273798362,502808270_50
Glutamatergic,Glutamatergic,positive,spiny,L4,-44.65625,42.250003814697266,-72.78125,462.4756987219044,-14.281250953674316,-116.60358380450718,12.40625,-49.500003814697266,0.0007200000000000539,3.966221994490944,518290966_69
Pvalb+,GABAergic,positive,aspiny,L5,-47.59375,31.000001907348633,-70.78125,432.6869744644146,-3.656250238418579,-304.60919570243533,-2.96875,-66.1875,0.0003750000000000142,1.4204658971855042,318556138_42
Pvalb+,GABAergic,positive,aspiny,L2/L3,-41.687503814697266,33.125003814697266,-74.15625762939453,381.62360502985064,2.156250238418579,-130.28579391074635,16.0,-49.53125,0.0005599999999998939,2.929126757221788,585859704_61
Glutamatergic,Glutamatergic,positive,spiny,L6b,-45.53125,49.812503814697266,-69.875,456.5261785890097,4.9375,-130.7251889384014,-6.812500476837158,-50.687503814697266,0.0007049999999999557,3.492258701604386,490264167_48
Pvalb+,GABAergic,positive,aspiny,L5,-48.90625,15.15625,-74.5,436.5486182299204,-14.281250953674316,-306.44835803253414,-11.000000953674316,-60.656253814697266,0.0002849999999998687,1.4245422002997783,470062597_63
Sst+,GABAergic,positive,aspiny,L4,-43.500003814697266,31.8125,-71.34375,396.215551808099,-1.28125,-240.8021141977833,1.6562501192092896,-63.09375,0.00043999999999999595,1.6453989747061213,573622646_65
Pvalb+,GABAergic,positive,aspiny,L6a,-49.875003814697266,30.406251907348633,-81.28125,521.4662504421891,-15.625,-403.06461868081556,-3.03125,-70.21875762939453,0.000320000000000098,1.293753473447728,580639899_70
Glutamatergic,Glutamatergic,positive,spiny,L4,-50.062503814697266,40.90625,-68.03125,534.3953583440385,-2.46875,-120.78296862938794,23.53125,-54.062503814697266,0.0006350000000001632,4.42442642707172,475838754_55
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-45.0625,43.375,-68.90625762939453,619.7258332554983,-1.7187501192092896,-199.83282756037292,22.53125,-50.0,0.0004049999999999887,3.101221359980349,475622793_44
Glutamatergic,Glutamatergic,negative,spiny,L4,-51.656253814697266,34.0625,-74.5,440.69255846611867,-16.03125,-158.73902072731812,-2.031250238418579,-53.59375,0.0005850000000000577,2.7762081210211087,480266505_73
Glutamatergic,Glutamatergic,positive,spiny,L6a,-49.187503814697266,42.000003814697266,-77.53125762939453,457.16499812100983,-14.21875,-87.74094299730966,-7.156250476837158,-55.34375,0.0008799999999999919,5.210395312653838,522301604_48
Glutamatergic,Glutamatergic,positive,spiny,L5,-44.218753814697266,33.156253814697266,-67.75000762939453,339.13308677343264,-13.250000953674316,-119.95966454968074,-5.500000476837158,-49.500003814697266,0.0007299999999998974,2.827059312365635,479225052_47
