transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v,threshold_i,peak_v,peak_i,trough_v,trough_i,upstroke,upstroke_v,downstroke,downstroke_v,fast_trough_v,fast_trough_i,width,upstroke_downstroke_ratio,f_i_curve_slope,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,seal_gohm,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,file_name
Glutamatergic,Glutamatergic,positive,spiny,L4,-44.375,141.36874389648438,47.6328125,141.14999389648438,-62.08124923706055,95.7874984741211,511.13394789801316,-0.484375,-124.70842765492054,12.037500381469727,-52.91093826293945,138.71249389648438,0.0007329999999998726,4.101808936764417,0.265686274509804,-51.28125,-49.0833333333333,-52.1687522888184,161.193248,0.04176,51.28125,53.0000025431315,51.2000038146973,147.187545895576,0.0363216288387775,1.253075712,16.400006631577,70.0,93.7916641235352,630.0,-42.03125,-39.6666692097982,-46.4937522888184,-58.9375,-54.5520858764648,-74.9125030517578,4.29004221241129,4.34020254894133,4.62820975436216,-90.03125,-74.2206802368164,476562817_40
Glutamatergic,Glutamatergic,positive,spiny,L4,-42.25265884399414,157.18617248535156,41.62765884399414,157.2579803466797,-56.759971618652344,126.18350982666016,444.44393880008664,0.5578457713127136,-114.05281598860115,16.371009826660156,-53.75531768798828,154.2952117919922,0.0007615957446813476,3.9262971957577277,0.271532343423634,-54.9687538146973,-52.8333371480306,-58.3000038146973,201.752208,0.0518050000000001,40.0625038146973,42.3020858764648,42.0375007629395,193.437546491623,0.0190457105636597,2.420234752,20.7416789840924,80.0,77.9583333333333,590.0,-40.7812538146973,-39.7395846048991,-47.0875022888184,-56.46875,-53.7395858764648,-81.2125045776367,3.36966127737441,3.60964724789758,3.59592997088359,-98.8125076293945,-80.5246505737305,489259263_49
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.068180084228516,168.0757598876953,33.75473403930664,167.55682373046875,-61.29545593261719,117.89393615722656,292.37296336272146,-10.964015007019043,-89.31750080337919,7.625946998596191,-56.337120056152344,159.7462158203125,0.0009678787878791267,3.2757789074338715,0.14080310880829,-58.46875,-57.3854192097982,-61.0546903610229,201.381808,0.044805,34.7500038146973,40.1979192097982,36.2890663146973,171.093553304672,0.100417703390121,1.339615104,17.7660575210196,90.0,96.7499974568685,630.0,-45.2812538146973,-41.8020846048991,-49.1093788146973,-62.21875,-62.1979192097982,-77.8515644073486,3.47131380407153,3.59954959511677,3.39348736881678,-97.09375,-77.6002655029297,490601284_41
Pvalb+,GABAergic,positive,aspiny,L2/L3,-37.185848236083984,403.5101318359375,24.794673919677734,403.8551940917969,-56.48987579345703,399.1817932128906,362.35863261272584,-4.694432258605957,-221.5311380052162,-2.6243398189544678,-56.16692352294922,403.20465087890625,0.0004037323943662683,1.6373260353697725,0.484112149532711,-56.0,-54.8541692097982,-58.4875007629395,146.467936,0.0228950000000001,24.6875,20.2187519073486,32.2625019073486,65.781369805336,0.0459909923374653,2.071083776,6.50461213788747,260.0,247.541641235352,860.000061035,-32.15625,-33.21875,-41.0125007629395,-56.15625,-56.9166692097982,-77.6187530517578,1.51533429776771,1.62254153439955,1.68827146941465,-94.1562576293945,-77.5109786987305,475892238_64
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-36.964698791503906,144.9143524169922,21.885995864868164,144.3773193359375,-53.596065521240234,112.55786895751953,227.2037355495498,-5.611111164093018,-46.40717712701787,-3.075810194015503,-50.02430725097656,135.6643524169922,0.001211481481481408,4.9246221855992935,0.169466073414905,-51.0312538146973,-51.0833371480306,-52.2187519073486,147.754832,0.0443600000000002,21.375,24.5000012715658,25.7812519073486,68.8614919781685,0.100462347269058,1.610792576,10.7615742966194,90.0,81.0833333333333,469.999969482422,-36.9062538146973,-36.7083358764648,-40.8593769073486,-53.8750038146973,-55.6979204813639,-62.515625,4.5386402927849,4.73738055607913,2.97715304546954,-74.90625,-61.5707511901855,564692405_56
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.671875,180.6517791748047,33.0625,180.00892639160156,-55.78125,110.92857360839844,324.3279006134702,-6.6808037757873535,-89.22307114407589,13.158482551574707,-47.58258819580078,174.38392639160156,0.0008289285714280226,3.645659979770866,0.213550420168067,-47.4375,-47.8333358764648,-51.1062507629395,256.709568,0.0503100000000001,36.65625,37.75,35.61875,258.437484502792,0.0133162764832377,2.559774976,21.3942258627338,90.0,46.5416666666667,610.0,-37.875,-36.1250012715658,-46.5750015258789,-50.09375,-53.7916704813639,-73.10625,3.79974222214643,3.53372368761106,3.39953428957466,-96.9375,-71.5505981445312,466800233_39
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-37.98936462402344,216.98350524902344,26.869140625,216.90191650390625,-52.16862106323242,188.81857299804688,298.0161298497396,-3.46484375,-85.96798795779938,5.49696159362793,-50.15147399902344,211.05816650390625,0.0007676388888888416,3.5019899418649656,0.303639854706105,-53.4375,-50.0520871480306,-55.9750015258789,183.09056,0.0289000000000001,25.6250019073486,26.9895846048991,33.1062515258789,143.90617609024,0.0263401363044977,1.137969024,9.05098837273101,140.0,133.125,520.0,-34.84375,-34.5000012715658,-40.9000015258789,-54.5000038146973,-52.0104179382324,-72.4250030517578,2.98097344385746,2.85988097601248,2.54660063845722,-88.4062576293945,-72.557991027832,526531616_50
Glutamatergic,Glutamatergic,positive,spiny,L6b,-31.987499237060547,398.46875,35.56999969482422,397.69500732421875,-45.169376373291016,313.64874267578125,256.6256185505274,2.7168750762939453,-94.29457871317513,14.844687461853027,-39.78187561035156,386.63751220703125,0.000780900000000031,2.7342905427041533,0.192025071448655,-48.34375,-47.2187525431315,-53.0062515258789,121.16748,0.0579350000000001,44.8125,42.8229179382324,43.7250015258789,115.468673408031,0.122788280248642,2.147547136,13.6680116419205,209.999984741211,176.0,889.999938965,-33.34375,-31.927085240682,-44.8125022888184,-48.96875,-51.2291679382324,-76.8750030517578,2.80983249760513,2.5102833191973,2.62786801806535,-90.3125,-75.919319152832,471786879_56
Sst+,GABAergic,positive,aspiny,L6b,-36.94468688964844,46.0212516784668,38.63750076293945,45.9787483215332,-55.782814025878906,43.54999923706055,329.6720410865582,-2.0609374046325684,-119.20769610957106,13.348437309265137,-54.955623626708984,45.25374984741211,0.0007780000000002829,2.764302812801785,0.719768224484055,-56.2812538146973,-56.8020871480306,-58.5000038146973,673.618944,0.0205,48.90625,47.9583358764648,48.8125038146973,129.999995231628,0.0355357192456722,1.298338688,4.90747987700383,30.0,33.5833333333333,260.0,-39.5,-40.5729192097982,-48.5625038146973,-56.4375038146973,-57.0312525431315,-76.8437538146973,2.91040614328107,3.08701815765651,3.16301962594178,-93.7500076293945,-76.5621643066406,583645193_55
Glutamatergic,Glutamatergic,positive,spiny,L5,-38.84687423706055,234.00625610351562,37.310935974121094,232.11874389648438,-57.412498474121094,159.78125,321.28835787612456,0.778124988079071,-78.34149998916611,16.865625381469727,-48.657814025878906,218.84375,0.0009674999999994327,4.1083475702328425,0.110212429058771,-48.4687538146973,-48.6250012715658,-52.1500022888184,150.261648,0.04437,38.8750038146973,38.9687525431315,45.6750015258789,157.500043511391,0.0933771505951881,1.474796288,21.9469476708997,110.0,66.0416679382324,760.0,-37.5,-36.1770858764648,-51.1125038146973,-52.2187538146973,-54.2083371480306,-75.2312561035156,4.01534790923713,3.73582442825276,4.96464490542571,-92.2187576293945,-74.5154037475586,480169178_48
Glutamatergic,Glutamatergic,positive,spiny,L5,-37.91999816894531,157.04249572753906,38.81187438964844,157.16749572753906,-56.24250030517578,119.92250061035156,343.7369986044366,-0.9225000143051147,-103.22154783149799,18.821874618530273,-48.30437469482422,149.87249755859375,0.000794000000000068,3.3320236526197844,0.127651515151515,-49.6875,-47.9375025431315,-52.8312522888184,158.798208,0.0575400000000001,43.875,46.1458346048991,47.1812522888184,153.124794363976,0.0595687665045261,1.80150272,18.562108919119,90.0,81.3333333333333,800.0,-38.90625,-35.6770833333333,-48.15,-56.9375038146973,-57.5729179382324,-73.7937515258789,3.64700237105724,3.56983650377083,3.87221611024624,-89.0,-73.5985412597656,505200218_42
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-41.391475677490234,355.904541015625,43.17954635620117,356.6295471191406,-53.76306915283203,262.9772644042969,378.3860203314636,1.1357954740524292,-96.32405840428642,22.840341567993164,-46.35454559326172,347.9841003417969,0.0008421818181816834,3.9670298982139505,0.117499999826604,-46.8437538146973,-49.3020846048991,-51.4166704813639,127.279,0.0721400000000001,49.7187538146973,51.8020858764648,50.2604179382324,76.4062851667404,0.0527104288339615,1.179630848,12.7815539148883,210.0,165.583333333333,1190.0,-38.78125,-41.4479192097982,-48.4895858764648,-54.15625,-53.9375012715658,-79.6562576293945,3.94039962765266,4.11655268102348,3.92780558266169,-88.28125,-79.4310836791992,521409057_60
Pvalb+,GABAergic,positive,aspiny,L5,-37.57569122314453,572.7846069335938,17.04514503479004,574.0413818359375,-62.867469787597656,573.6448364257812,319.93756958661163,-5.319891452789307,-287.59107295073267,-11.336545944213867,-62.737510681152344,574.93505859375,0.0003531961077844305,1.1112961306279434,1.36487042435671,-65.15625,-57.1875038146973,-62.7812528610229,161.001792,0.004955,25.5000019073486,14.2187503178914,16.2890629768372,105.156250298023,0.0280808564275503,1.073262848,7.76872792076907,370.0,288.958333333333,540.0,-34.71875,-29.4479185740153,-41.6015663146973,-65.28125,-57.2708358764648,-75.1718769073486,1.15719534015501,1.1058517755183,1.34655380539531,-100.468757629395,-74.0991973876953,471077857_68
Sst+,GABAergic,positive,aspiny,L1,-39.25,115.69999694824219,17.186458587646484,115.39167022705078,-55.54218673706055,92.34791564941406,180.75272334900868,-8.248958587646484,-56.710262669135,-7.715624809265137,-51.64531326293945,107.26249694824219,0.00114466666666632,3.2053971877715925,0.216873449131514,-53.90625,-54.0156269073486,-57.8515663146973,504.673856,0.06924,18.5,26.0156259536743,22.2734389305115,192.343860864639,0.0464454516768456,1.535043072,8.62894916234609,70.0,66.0,469.999969482422,-38.90625,-38.0000019073486,-43.5312509536743,-57.8125038146973,-58.2968788146973,-78.9375019073486,3.18164775232919,3.25144838570251,2.39929757401751,-98.5000076293945,-78.8708724975586,578929342_74
Glutamatergic,Glutamatergic,positive,spiny,L5,-30.759614944458008,138.73397827148438,37.03044891357422,138.12820434570312,-49.810096740722656,105.32371520996094,300.03416174595014,1.8910256624221802,-72.33847536774503,16.092147827148438,-39.89663314819336,127.05448913574219,0.000925641025641328,4.1505028117600595,0.176893939249442,-43.46875,-41.2343769073486,-47.8125019073486,172.292464,0.0435800000000002,39.0312538146973,40.5156288146973,44.546875,167.812615633011,0.0541179329156876,1.116672256,22.2761791710718,70.0,60.0625,570.0,-30.3437519073486,-30.4375009536743,-41.5468788146973,-50.65625,-51.7031269073486,-64.0156269073486,3.99508215272469,3.74990481446948,4.16600500410518,-83.53125,-63.9566841125488,563175057_51
Vip+,GABAergic,positive,aspiny,L5,-45.01388931274414,99.76388549804688,35.53125,99.40277862548828,-58.37847137451172,81.84722137451172,410.4549088780469,-7.00694465637207,-142.7222444833639,16.626388549804688,-56.261112213134766,97.79166412353516,0.0006088888888886936,2.8758900893793413,0.311997012804524,-56.875,-52.9583371480306,-56.4375022888184,225.293296,0.0232600000000001,40.4375,43.3020846048991,41.6750007629395,231.562420725822,0.0236294623464346,1.29317184,21.6701466050767,59.9999961853027,72.0833333333333,499.999969482422,-47.0937538146973,-43.0208358764648,-45.3687515258789,-57.0937538146973,-53.0729192097982,-71.5125045776367,2.99417042736983,3.03679150966278,2.88153401493385,-96.0312576293945,-71.2807159423828,523478821_38
Glutamatergic,Glutamatergic,positive,spiny,L4,-36.75,253.563720703125,25.808822631835938,252.5735321044922,-53.436275482177734,191.00735473632812,225.0439348937215,-11.171568870544434,-52.48464678784026,9.240196228027344,-48.49571228027344,227.6740264892578,0.0012685294117649574,4.309548362700045,0.188541684084468,-49.0,-50.4791692097982,-57.5500015258789,497.134656,0.0617050000000001,32.0,35.2812525431315,35.1937522888184,184.062585234642,0.0286597423255444,2.693441024,19.3543002006501,110.0,53.2083320617676,164.0,-38.2500038146973,-37.96875,-47.8437530517578,-55.5312538146973,-58.0520858764648,-79.4750045776367,4.09060406197286,4.20959878280151,4.17919046489939,-97.8750076293945,-79.0354080200195,486106720_58
Sst+,GABAergic,positive,aspiny,L2/L3,-39.66183090209961,69.59821319580078,31.25,69.30357360839844,-59.90625,64.12053680419922,235.19989876431512,-1.4174107313156128,-102.67029447925846,8.339285850524902,-59.46651840209961,67.95088958740234,0.000879285714285416,2.2845124792971507,0.354924242424242,-60.2812538146973,-57.8750038146973,-60.8671884536743,200.85856,0.0129400000000002,37.2187538146973,41.3125,39.890625,257.812321186066,0.0896279588341713,1.18119296,25.1412488973128,40.0,36.875,280.0,-40.5,-38.5000038146973,-42.6562509536743,-60.4062538146973,-57.9687538146973,-62.2734394073486,2.60172083551981,2.94477386366024,2.88402922477564,-89.90625,-61.2922744750977,547616623_45
Glutamatergic,Glutamatergic,positive,spiny,L5,-45.0611686706543,200.65692138671875,42.878990173339844,200.375,-57.7739372253418,173.35638427734375,473.61479425312206,3.0804522037506104,-147.04173322709585,5.8364362716674805,-52.785240173339844,197.67819213867188,0.0006065957446807904,3.220562475140899,0.181415934799065,-52.5000038146973,-52.375,-56.0260423024495,139.845232,0.04904,36.28125,37.5937512715658,31.8645836512248,104.285635054111,0.170703187584877,1.502213376,17.0557126752655,110.0,108.208330790202,1040.0,-44.8437538146973,-44.3958333333333,-49.9583333333333,-59.5937538146973,-58.7708358764648,-73.4427108764648,2.96970252970931,2.92750852939578,2.72593815503295,-84.625,-72.5494766235352,326508751_55
Glutamatergic,Glutamatergic,positive,spiny,L4,-36.83680725097656,276.3670654296875,23.69791603088379,273.8412780761719,-51.689483642578125,199.39285278320312,180.8636139764136,-8.86111068725586,-43.18103202516193,8.311012268066406,-48.38938522338867,239.60516357421875,0.0014869047619048069,4.187998661546787,0.162729374902656,-48.90625,-51.0833346048991,-55.8000022888184,289.12208,0.027555,33.28125,38.8229179382324,29.0875011444092,266.406327486038,0.0415404625236988,1.374687104,21.945010934089,110.0,32.8333333333333,469.999969482422,-38.1562538146973,-40.1666692097982,-46.1250007629395,-52.09375,-57.6145858764648,-73.3375,4.20848539986433,4.27415082236767,4.09637162919967,-99.0937576293945,-72.174674987793,483057325_59
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-38.308902740478516,216.9212188720703,24.818750381469727,216.68409729003906,-51.91117477416992,186.13031005859375,306.304123880088,-10.711363792419434,-95.82291093300552,0.8274621367454529,-50.28958511352539,210.98561096191406,0.0007416969696969572,3.24898908467812,0.335919063457214,-53.5000038146973,-52.2395858764648,-55.6750022888184,187.116976,0.00868,27.4062519073486,31.2291679382324,32.7000007629395,182.812377810478,0.117170937359333,1.315024128,8.62924665817502,140.0,158.666666666667,390.0,-37.3750038146973,-37.2291679382324,-42.1687522888184,-53.6250038146973,-53.0000012715658,-70.3875030517578,2.50275636331646,2.62899549631702,2.56836759615387,-89.4687576293945,-69.332763671875,530235049_44
Sst+,GABAergic,positive,aspiny,L5,-33.529998779296875,66.375,16.11750030517578,65.8949966430664,-54.845001220703125,50.29999923706055,163.91309748777587,-11.37874984741211,-86.23818386325402,-9.306249618530273,-52.807498931884766,64.1050033569336,0.0008997999999999706,1.8930627950368912,0.0344696971043411,-58.8750038146973,-58.0312512715658,-61.5416692097982,311.605952,0.04545,36.75,40.0416692097982,32.6250025431315,485.000014305115,0.0322718136012554,1.591697664,74.8987312732211,30.0000019073486,26.1250006357829,279.999979654948,-37.34375,-36.1666679382324,-41.6354192097982,-58.9375,-58.2083371480306,-68.1041692097982,2.45739275705611,2.4737935320407,2.35634662617868,-102.15625,-67.0113220214844,475202388_44
Glutamatergic,Glutamatergic,positive,spiny,L4,-32.6761360168457,335.84375,36.258522033691406,334.8210144042969,-52.509944915771484,241.38636779785156,371.7348656046303,3.1619317531585693,-119.14900242078875,16.985795974731445,-45.869319915771484,322.61932373046875,0.0006462500000002016,3.1217211228544555,0.113616070221272,-48.3125038146973,-47.4062525431315,-53.0312519073486,162.721248,0.0271300000000001,40.5625038146973,39.3020858764648,46.1796894073486,144.53125,0.0176777113229036,1.647547136,22.1557888882487,190.0,97.1250025431315,192.5,-34.0,-30.1666685740153,-44.5937509536743,-50.96875,-53.9375025431315,-76.1953201293945,3.54719087818386,2.79511510685532,3.60474228651206,-91.8125076293945,-75.2367324829102,476525478_55
Sst+,GABAergic,positive,aspiny,L2/L3,-38.088314056396484,171.41847229003906,24.84148597717285,170.30435180664062,-58.10190200805664,163.38768005371094,221.0456664646976,-0.3890398442745209,-150.31606702502341,-3.0475542545318604,-57.80480194091797,167.84239196777344,0.0006513768115944123,1.4562240755025728,0.424666666666666,-62.1875,-56.7916704813639,-62.7678587777274,211.534848,0.0212600000000001,34.125,35.03125,38.6205368041992,169.062495231628,0.0413484051823616,1.704536576,25.5111962219593,90.0,52.375,450.0,-42.09375,-39.2708333333333,-44.7678576878139,-62.28125,-56.8854179382324,-64.4464285714286,1.71716984563317,1.87829439731862,1.89942227230568,-84.5,-64.2588348388672,313862274_43
Glutamatergic,Glutamatergic,negative,spiny,L5,-34.59086608886719,203.86154174804688,25.80865478515625,203.70960998535156,-46.14663314819336,152.10577392578125,186.81892109532723,-6.3956732749938965,-43.54425924343449,13.049519538879395,-40.1639404296875,185.2576904296875,0.0013524615384614145,4.401159677125787,0.166071444433562,-42.125,-42.2812525431315,-48.4895858764648,134.00512,0.0482500000000001,25.6875,32.9062512715658,25.0625006357829,165.312498807907,0.061915572732687,1.557660672,20.6566658521939,110.0,94.6666692097982,780.0,-36.8750038146973,-35.9791692097982,-42.2604179382324,-47.46875,-49.0208358764648,-78.2812525431315,4.41269665454356,3.87932772730215,3.20676017103825,-97.4375,-77.4951934814453,485911892_53
Glutamatergic,Glutamatergic,positive,spiny,L5,-28.06999969482422,703.8133544921875,14.933333396911621,692.1116943359375,-43.795833587646484,510.5050048828125,95.52103693889734,-0.07374998927116394,-66.9150198764364,0.10083337873220444,-37.97541809082031,666.7466430664062,0.0009551999999999102,1.376510118240004,0.0150371908041938,-41.9062538146973,-36.1093769073486,-51.0062522888184,118.784848,0.0216000000000001,25.0,6.06250059604645,36.63125,77.8125375509262,0.0249022878706455,1.354724608,11.2372094414908,410.0,480.437484741211,989.999938964844,-27.8437519073486,-25.84375,-47.4000030517578,-42.8750038146973,-40.8593769073486,-73.2562545776367,1.71688036929242,0.907558269514955,2.50158440581643,-80.4062576293945,-72.8597564697266,517077548_71
Pvalb+,GABAergic,positive,aspiny,L2/L3,-38.10430145263672,1135.4468994140625,-0.08418276160955429,1138.029541015625,-49.97889709472656,1136.4091796875,197.81851142967543,-13.84813117980957,-175.50894680825684,-15.282904624938965,-49.82229232788086,1139.0203857421875,0.0003560085836910291,1.116892621239983,-4.4104002962003605e-19,-59.7812538146973,,-61.7890663146973,101.579096,0.004075,-0.40625,,3.04687511920929,66.2053823471069,0.0501951798796654,2.908247808,5.1883417758307,800.0,,989.999938964844,-47.4375038146973,,-46.4921884536743,-59.8437538146973,,-79.3046913146973,1.27841238490942,,1.27775888280866,-94.625,-77.8652572631836,469992918_96
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-36.91291809082031,132.6750030517578,-0.14374999701976776,131.6366729736328,-48.95291519165039,101.90666961669922,106.38186253885361,-20.03499984741211,-42.7537188777383,-12.101666450500488,-46.32208251953125,120.53166961669922,0.0011016666666664795,2.484830674253841,0.304169903091683,-48.8750038146973,,-55.833335240682,183.664752,0.01207,-2.5625,,-1.51562507947286,209.843829274178,0.0098182801157236,1.045833216,22.7926347696198,80.0,,58.3333333333333,-39.40625,,-33.9427108764648,-50.65625,,-61.1354198455811,2.40678911451435,,2.24298905418278,-83.3750076293945,-60.7043914794922,474596625_46
Pvalb+,GABAergic,positive,aspiny,L6b,-38.064903259277344,157.6923065185547,32.60371017456055,157.15521240234375,-53.160369873046875,129.9368133544922,327.74116862514126,0.2719780206680298,-82.73336635084551,15.67238998413086,-49.00652313232422,150.32142639160156,0.0008065934065932837,3.972880651660595,0.228709055876686,-51.6250038146973,-51.2812512715658,-54.1510429382324,295.312768,0.0799800000000002,31.0625,30.78125,35.583335240682,207.656249403954,0.006749961990863,1.262079616,13.7374103783171,90.0,86.75,370.0,-34.9687538146973,-36.0625025431315,-43.7812525431315,-54.875,-55.8541704813639,-64.984380086263,3.60497636858595,3.75651530332117,2.89918241280262,-86.75,-64.1587371826172,581138223_53
Glutamatergic,Glutamatergic,positive,spiny,L4,-40.77291488647461,131.82083129882812,38.52708435058594,132.3625030517578,-57.797916412353516,101.77083587646484,376.57439192443377,-4.978125095367432,-106.43319655936894,15.859375,-46.74479293823242,133.44166564941406,0.0007641666666665732,3.5413375299719783,0.189822595704949,-46.78125,-46.0156288146973,-50.3312522888184,145.290432,0.063615,42.84375,44.6250019073486,43.4062530517578,187.656208872795,0.0164662357419729,3.489937664,23.5740948608075,70.0,79.1875,880.0,-41.21875,-37.2968769073486,-48.1375007629395,-55.40625,-55.015625,-78.7312530517578,3.72673894515001,3.7883495046987,3.69227327533043,-95.2187576293945,-77.7653732299805,395830185_49
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-37.79117202758789,486.3738098144531,22.556575775146484,489.1083984375,-50.506072998046875,453.91766357421875,228.00720316646058,-1.0465047359466553,-98.35664689735695,-1.1371445655822754,-49.84182357788086,486.98992919921875,0.0007239810426539726,2.3299498290256646,0.390835411471322,-53.6875,-50.8437538146973,-54.9861132303874,189.726992,0.01234,30.0625019073486,25.6250019073486,33.4652803209093,120.000071823597,0.100284479558468,2.586687488,7.8565533930524,290.0,321.0,640.0,-39.0625,-35.3750038146973,-42.8333367241753,-53.8125038146973,-50.9062538146973,-75.9722264607747,2.09883243374727,1.927086840201,2.09044239840873,-88.0625,-74.6907958984375,574734127_64
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-38.77022171020508,47.536766052246094,24.467830657958984,47.055145263671875,-55.989891052246094,39.95956039428711,265.63942752498286,-10.506433486938477,-115.23532234656764,-3.228860378265381,-55.29043960571289,45.45956039428711,0.0007041176470585775,2.3061416782571955,0.264433173678069,-56.2187538146973,-53.8125019073486,-55.5000038146973,409.93168,0.01248,26.84375,44.0468769073486,34.7500038146973,367.29907989502,0.0550193227827549,1.290139136,31.8890010369388,20.0,17.8125,249.999984741211,-40.5625038146973,-39.1718788146973,-41.5000038146973,-56.78125,-54.0781288146973,-59.1250038146973,2.32186730281864,2.24057130237156,2.1339916525102,-96.0,-59.3736763000488,553231879_47
Pvalb+,GABAergic,positive,aspiny,L5,-37.42051696777344,518.3474731445312,17.556856155395508,519.3290405273438,-55.0219612121582,518.2124633789062,315.88578953393227,-5.654454231262207,-231.73169439160867,-7.848368167877197,-54.84559631347656,519.8936767578125,0.00036765188834160257,1.3621494319545977,0.760072823130854,-54.9687538146973,-53.2604192097982,-60.2125038146973,98.610328,0.0132050000000001,16.0,18.8125,33.0812515258789,84.3750387430191,0.0347299464046955,1.863501824,6.28842613475382,300.0,289.375,480.0,-32.375,-30.9479173024495,-44.9187515258789,-55.0937538146973,-53.4687525431315,-73.6625015258789,1.24252225220557,1.25043340350496,1.43805476133536,-82.6562576293945,-73.9697494506836,486783119_61
Glutamatergic,Glutamatergic,positive,spiny,L5,-39.77825927734375,252.9695587158203,37.954349517822266,253.8597869873047,-48.568477630615234,222.56521606445312,311.9274602148397,4.785597801208496,-126.32856911839345,4.125543594360352,-46.44239044189453,253.16195678710938,0.0007037826086953759,2.467913231854192,0.180681824452071,-48.4687538146973,-48.4166704813639,-51.2750015258789,140.227936,0.049725,47.0000038146973,43.4375025431315,45.5562530517578,109.843634068966,0.188126638531685,1.334831232,16.9563997840188,150.0,145.833323160807,1080.0,-41.3750038146973,-40.3125025431315,-48.6687522888184,-53.3125038146973,-51.6770871480306,-76.3062530517578,3.02696976894383,2.74711994964641,2.9593617083176,-88.2187576293945,-75.0866622924805,487663469_50
Sst+,GABAergic,positive,aspiny,L5,-40.50563430786133,150.02459716796875,13.09375,149.55943298339844,-55.36424255371094,130.31556701660156,254.82883857992357,-15.085553169250488,-141.65330793827923,-12.536373138427734,-54.496925354003906,144.72335815429688,0.0005437704918034558,1.7938108086609177,0.0911676646706587,-57.8437538146973,-54.2812519073486,-58.8046884536743,210.718512,0.0165200000000001,14.75,17.265625,14.6718752384186,192.187696695328,0.0855670869350433,3.008125696,13.6583866137827,90.0,97.9375,460.0,-45.5625038146973,-39.8593769073486,-43.1171884536743,-58.0000038146973,-54.3437519073486,-70.4375019073486,2.00201342948207,1.94834157754943,2.01146505800211,-89.6875076293945,-68.9970245361328,388874977_42
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.14569091796875,103.33783721923828,27.426942825317383,102.9915542602539,-56.0717887878418,88.58783721923828,289.7293189530873,-9.720861434936523,-112.85560373644977,-0.49113187193870544,-48.72001647949219,101.18412017822266,0.0007024999999996902,2.567495821699239,0.27609375,-48.8750038146973,-50.3437512715658,-51.2125015258789,159.014672,0.03684,20.2812519073486,29.3645846048991,20.9875007629395,180.625006556511,0.0429490320384502,2.149595904,17.6546386112172,50.0,74.9583333333333,670.0,-35.65625,-37.9166679382324,-44.8187507629395,-58.0937538146973,-54.2916666666667,-78.8250061035156,2.29730040648858,2.5753178393311,2.57040958273091,-100.968757629395,-78.754508972168,485570335_40
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-39.539424896240234,164.2730712890625,34.14278793334961,163.76922607421875,-57.78557586669922,132.5576934814453,311.9627253055137,-0.491346150636673,-80.78039640863268,9.710577011108398,-52.70961380004883,152.0807647705078,0.0009581538461537284,3.8623433039724318,0.28219696969697,-50.9062538146973,-50.5781269073486,-55.7187522888184,189.12608,0.03318,32.0,34.21875,39.7312522888184,183.281138539314,0.0208022743463516,1.186348672,27.1206672230095,90.0,83.125,600.0,-35.5,-36.046875,-49.7125030517578,-57.5,-57.6875038146973,-74.9375030517578,3.120110595652,3.03493279904201,4.20215304846483,-94.7812576293945,-74.2386169433594,521958756_40
Glutamatergic,Glutamatergic,positive,spiny,L5,-37.64291763305664,173.32333374023438,35.42375183105469,173.07833862304688,-50.78166580200195,150.913330078125,342.3980999877459,0.2945833206176758,-116.71752544205096,11.380416870117188,-45.8224983215332,170.3333282470703,0.0006672000000001314,2.9377866088788935,0.230699494849428,-47.625,-49.5312525431315,-51.4921884536743,206.28736,0.0368000000000002,34.6562538146973,36.0104179382324,32.2812519073486,127.343744039536,0.178190752863884,1.101763584,13.1647589759207,110.0,87.0416666666667,760.0,-38.6562538146973,-40.3333346048991,-46.2656259536743,-53.5000038146973,-55.6250025431315,-70.5937538146973,3.00764127376503,2.99701624486027,2.87083134830427,-83.875,-69.2325592041016,471131311_50
