transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v,threshold_i,peak_v,peak_i,trough_v,trough_i,upstroke,upstroke_v,downstroke,downstroke_v,fast_trough_v,fast_trough_i,width,upstroke_downstroke_ratio,f_i_curve_slope,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,seal_gohm,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,file_name
Pvalb+,GABAergic,positive,aspiny,L6b,-36.959712982177734,95.8268051147461,29.342620849609375,95.37801361083984,-54.29856872558594,80.47740936279297,352.72516913471173,-4.603538990020752,-137.85249792325612,6.457078456878662,-50.85805892944336,93.3027114868164,0.0005650602409640153,2.56511838530742,0.332890065270982,-51.0,-50.8958358764648,-55.4427096048991,243.159088,0.0137,23.1875019073486,29.6562512715658,30.7968762715658,198.749959468842,0.0299638248980045,1.289223424,11.4917146657238,60.0,67.4166666666667,330.0,-33.5,-33.2395846048991,-40.2552108764648,-54.6562538146973,-55.8333358764648,-65.6666679382324,2.31207826402128,2.54054779374062,2.32403392829336,-86.5937576293945,-64.7830352783203,554432769_44
Glutamatergic,Glutamatergic,positive,spiny,L5,-40.359375,157.67361450195312,32.58854293823242,158.36805725097656,-58.36979293823242,103.47222137451172,261.1102721681817,-2.8732638359069824,-104.65643701288981,9.552083015441895,-46.70659637451172,159.2708282470703,0.0007688888888887943,2.484896602180739,0.0707386363636364,-48.5,-44.8541666666667,-50.9062519073486,193.15464,0.0307200000000001,36.1562538146973,31.0416673024495,37.8906256357829,220.156252384186,0.193649649620056,1.729981184,24.7152864110125,70.0,121.666661580404,650.0,-40.9687538146973,-32.1770846048991,-47.8541692097982,-56.2187538146973,-53.9583371480306,-76.1354230244954,2.81780608993405,1.86922916788743,3.24388258175598,-95.8125076293945,-75.2548217773438,515199779_52
Pvalb+,GABAergic,positive,aspiny,L4,-35.88523483276367,365.46307373046875,6.536823749542236,367.1158752441406,-54.52375793457031,365.9429931640625,220.58650459055372,-13.911092758178711,-152.69139343492196,-13.3297700881958,-54.296417236328125,368.72186279296875,0.00047042397660813635,1.4402328055005815,0.726562493230611,-57.2187538146973,-52.3958346048991,-58.7312515258789,177.3468,0.00983,12.2500009536743,7.5625,16.6125011444092,118.437498807907,0.0252852868288755,1.247869312,6.36040935007971,230.0,285.291656494141,560.0,-34.875,-29.0104179382324,-42.4562530517578,-57.34375,-52.5104204813639,-74.5687545776367,1.48883559525266,1.28601427275947,1.69673334062295,-100.781257629395,-74.416374206543,481127348_59
Glutamatergic,Glutamatergic,positive,spiny,L6a,-42.76106643676758,79.91666412353516,23.923828125,79.9140625,-53.66276168823242,60.44270706176758,188.53605681633476,-13.850911140441895,-55.701465509495726,6.385416507720947,-45.44205856323242,77.0078125,0.0012333333333329755,3.3797135904736746,0.228333333333333,-52.0625038146973,-52.0833333333333,-55.3671903610229,202.98656,0.0562200000000002,31.4687519073486,42.9687512715658,36.0078125,268.415033817291,0.122360110282898,1.724427008,28.8296120730569,50.0,74.2083333333333,630.0,-43.40625,-46.0208358764648,-43.9687509536743,-57.4687538146973,-56.9687525431315,-75.7500019073486,3.62204094091067,4.10519609477033,3.50302186368565,-101.75,-75.5874557495117,504635521_59
Vip+,GABAergic,positive,aspiny,L2/L3,-36.5546875,85.9625015258789,9.265104293823242,85.81666564941406,-48.202083587646484,72.5999984741211,226.13010042076547,-17.287500381469727,-95.11968273710035,-8.175000190734863,-46.5546875,82.41458129882812,0.00062666666666642,2.3844336134118813,0.0608742004264392,-52.4687538146973,-48.7604179382324,-55.6000038146973,327.91904,0.0156400000000001,24.0,23.4583339691162,32.0187511444092,232.410728931427,0.135499268770218,1.921701504,12.285150853596,50.0,65.8333333333333,300.0,-42.3125038146973,-37.2812538146973,-45.3562507629395,-52.6562538146973,-49.0000025431315,-74.4125045776367,2.46413582838915,2.40435069096656,2.47558381256371,-97.6562576293945,-72.4755554199219,520347870_42
Glutamatergic,Glutamatergic,negative,spiny,L6a,-36.17315673828125,248.54507446289062,35.35399627685547,246.58811950683594,-49.753074645996094,189.96926879882812,263.6141993293581,-1.8975409269332886,-96.55761918991072,15.059426307678223,-44.24231719970703,232.30532836914062,0.0008485245901640768,2.7313498308577464,0.156034486437744,-48.4375038146973,-47.4583333333333,-52.9875022888184,151.2372,0.03582,42.4687538146973,44.1770846048991,43.86875,134.531244635582,0.171867117285728,1.978408832,15.5945700984699,150.0,140.208333333333,740.0,-37.0,-33.7395833333333,-44.7125015258789,-50.8437538146973,-50.2083346048991,-72.0312530517578,3.26323973108608,2.88218777494358,3.07131406535508,-87.9375076293945,-71.1466445922852,513514828_47
Glutamatergic,Glutamatergic,positive,spiny,L5,-36.23020935058594,232.8333282470703,34.13854217529297,232.60000610351562,-54.561458587646484,158.34165954589844,294.4169444937005,-2.0489585399627686,-69.68857498901961,18.016666412353516,-45.556251525878906,219.09584045410156,0.0010319999999999516,4.242255631020319,0.164452429910796,-46.90625,-48.6875,-53.0250038146973,248.507136,0.0624400000000001,37.0312538146973,40.1250038146973,41.0812522888184,141.093716025352,0.0717290043830872,1.395263232,15.5861321818504,110.0,87.625,880.0,-36.125,-37.21875,-45.0125022888184,-55.5625038146973,-56.59375,-81.9000015258789,4.33062297028612,4.36595888509498,4.40727887275964,-96.59375,-82.1205902099609,601294900_67
Vip+,GABAergic,positive,aspiny,L2/L3,-37.76466751098633,615.0191040039062,16.15688705444336,616.7921142578125,-46.47560501098633,509.9011535644531,193.20007993208552,-10.055484771728516,-61.754954693398,-4.150669574737549,-42.66677474975586,592.6721801757812,0.0009230612244898524,3.1632086475700323,0.255779919835828,-46.8750038146973,-48.7395833333333,-65.3312530517578,95.661408,0.0745400000000001,20.90625,18.9166685740153,21.8000007629395,80.6251466274261,0.0181947629898787,1.393943552,7.04623134373906,370.0,319.375,989.999938964844,-40.2500038146973,-38.5937525431315,-43.5562522888184,-49.78125,-51.3750025431315,-79.6812530517578,3.16321164892641,3.57043441257982,2.3214358303258,-89.0,-79.0847549438477,518750800_68
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-35.70842742919922,456.6082458496094,4.4949774742126465,457.7723083496094,-54.28041458129883,451.0212097167969,183.55327816282534,-11.852120399475098,-154.2379818181687,-15.100167274475098,-53.88113784790039,457.2991027832031,0.0004936607142857248,1.1632684473797723,1.08445207617858,-59.90625,-52.1875038146973,-61.0625,208.253616,0.00529,17.0,4.06250047683716,19.9062509536743,126.33915245533,0.0530460923910141,1.29068928,11.0827220960912,270.0,212.375,420.0,-42.71875,-28.46875,-46.4218769073486,-59.96875,-52.28125,-69.9375038146973,1.42698064086675,1.07556915790283,1.53562780845966,-80.28125,-68.3156356811523,397129612_61
Glutamatergic,Glutamatergic,positive,spiny,L6b,-33.67375183105469,183.1875,31.15625,181.53250122070312,-48.287498474121094,141.7550048828125,186.89653748253448,-2.4156250953674316,-76.6669725054346,8.076250076293945,-40.75374984741211,174.72999572753906,0.000988800000000154,2.420298606684793,0.203861264415628,-46.6875038146973,-45.78125,-52.0937522888184,188.39744,0.0281200000000001,37.25,37.8854192097982,39.1000015258789,248.125046491623,0.178474470973015,1.370194176,22.1116708312269,90.0,88.0416666666667,530.0,-37.0,-36.5520846048991,-48.7562522888184,-48.4687538146973,-50.5104192097982,-72.9187561035156,2.75426103202374,2.61333439963091,3.19242655648482,-99.8437576293945,-72.474250793457,479766169_49
Pvalb+,GABAergic,positive,aspiny,L5,-39.179931640625,517.5979614257812,2.169337511062622,520.1385498046875,-57.15892028808594,518.8735961914062,173.8092454465483,-14.112001419067383,-161.62221875872973,-16.872774124145508,-56.99279022216797,521.2022705078125,0.0005178917378917071,1.0458198981821896,0.823277843081745,-62.4062538146973,,-62.5062538146973,198.981952,0.0134000000000001,11.7187509536743,,20.1312511444092,126.406252384186,0.016350420191884,1.878035328,8.14757139804631,290.0,,509.999969482422,-42.7187538146973,,-50.0812522888184,-62.5312538146973,,-74.8500061035156,1.27813658422696,,1.34416214237718,-87.5000076293945,-73.6287231445312,503254105_56
Glutamatergic,Glutamatergic,positive,spiny,L5,-39.36767578125,173.40625,35.0517578125,173.0859375,-54.4912109375,149.455078125,322.3961713322375,-6.1552734375,-115.2321089394166,4.681640625,-48.15234375,170.193359375,0.0007571875000001171,2.795805855336585,0.206250010984284,-50.4687538146973,-52.0937512715658,-54.3984394073486,199.163616,0.0383200000000001,36.75,37.3750012715658,35.2343769073486,128.786131739616,0.103579640388489,1.132617984,15.2896440459525,110.0,75.375,810.0,-41.09375,-43.3958346048991,-50.1015653610229,-59.1250038146973,-57.8958371480306,-75.0078182220459,2.95575700219302,3.03412282049745,3.17560412492664,-86.5625076293945,-74.2342147827148,515249852_51
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-38.38835525512695,169.6581268310547,22.99599266052246,169.85577392578125,-55.25293731689453,147.64956665039062,250.10449143672798,-6.455395221710205,-79.08292029109559,-6.227564334869385,-52.08600616455078,166.07371520996094,0.0008924786324788086,3.18125778047286,0.265948291063025,-54.7500038146973,-53.6354179382324,-58.1718769073486,235.581728,0.04186,23.6250019073486,27.4479185740153,27.9140634536743,164.99999165535,0.072849303483963,1.378110208,9.23086200494668,110.0,92.0833333333333,600.0,-35.8125,-35.7812525431315,-42.1640634536743,-56.8437538146973,-57.1770858764648,-74.7968769073486,3.08732406266949,3.34597209339553,2.5477558172468,-93.3750076293945,-74.4240417480469,564410881_45
Vip+,GABAergic,positive,aspiny,L2/L3,-37.497623443603516,311.665771484375,22.75407600402832,312.4456481933594,-49.761207580566406,230.3641357421875,199.79398597923483,-4.28702449798584,-100.9892574040944,4.209578990936279,-46.59273147583008,307.84918212890625,0.0007804347826087304,1.8818082510942569,0.0161211132612406,-51.6875,-41.96875,-53.6812515258789,178.95928,0.0085000000000001,37.34375,16.0937519073486,38.8812522888184,133.214190602303,0.0375020354986191,2.219353344,7.83915055974148,190.0,253.374984741211,390.0,-41.6562538146973,-29.90625,-50.2687530517578,-51.7812538146973,-75.625,-76.2062530517578,2.43467358977122,1.33083956809757,2.40655405439454,-89.8437576293945,-75.3700561523438,577218818_62
Glutamatergic,Glutamatergic,positive,spiny,L4,-36.73359298706055,78.87812805175781,28.130468368530273,78.73750305175781,-52.41875076293945,61.40937423706055,247.26246875586608,-10.9296875,-99.03675828774723,1.2937500476837158,-47.23046875,77.85624694824219,0.0008368750000002035,2.4983616325815725,0.229100529100529,-49.0000038146973,-49.0104179382324,-53.8812515258789,124.466544,0.03667,34.6875,37.8020846048991,33.3062534332275,233.750000596046,0.130449637770653,1.594060032,22.1629151973861,50.0,46.375,352.0,-35.5312538146973,-35.3125,-43.1062515258789,-53.1562538146973,-52.3541679382324,-67.7812530517578,2.44332851244547,2.63359652391762,2.79545865637568,-93.40625,-67.0954437255859,485490864_45
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-37.81747055053711,194.41192626953125,37.56108093261719,193.91761779785156,-52.900569915771484,147.30966186523438,370.3453121246683,0.7251420617103577,-119.00178732266755,12.671875,-44.857242584228516,188.15341186523438,0.0006696590909086082,3.117579948327733,0.202884624368339,-42.9375038146973,-43.4687538146973,-50.9010454813639,227.508608,0.055515,40.6250038146973,42.7656269073486,42.2187519073486,197.343707084656,0.0717815309762955,1.13284096,34.8281314838475,90.0,68.7500019073486,575.0,-33.1875,-35.0312519073486,-45.2031275431315,-54.15625,-52.6718769073486,-73.453130086263,2.96768904852914,3.11076475756727,3.45025455964689,-91.03125,-72.4250030517578,485887209_54
Sst+,GABAergic,positive,aspiny,L5,-35.831520080566406,469.1630554199219,2.4171195030212402,470.4864196777344,-52.736412048339844,445.290771484375,134.10339706529837,-12.00815200805664,-112.55427701619635,-16.637907028198242,-51.671875,468.3369445800781,0.0006557608695652222,1.1322244734037608,0.0258386195392357,-56.6562538146973,-51.1875,-62.49375,184.798592,0.020235,14.4375,6.00000059604645,18.6750003814697,113.90632390976,0.0110263209789991,2.072378752,15.5142888027365,240.0,222.250007629395,770.0,-40.71875,-31.7031259536743,-50.5000007629395,-56.78125,-51.234375,-74.3687530517578,1.49128586248681,1.17146484873699,1.60955284599247,-88.3437576293945,-73.922119140625,322197160_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-34.150390625,317.6171875,34.220703125,317.0625,-52.158203125,224.1875,304.0308333636002,-0.9462890625,-83.08217193914297,16.7294921875,-44.2763671875,300.34765625,0.0008771874999998763,3.722591653769708,0.0942164223102224,-46.7187538146973,-46.0833346048991,-50.7000022888184,143.48216,0.0542550000000002,38.3125038146973,41.9895858764648,41.5500030517578,141.473218798637,0.0265936478972435,1.581260288,21.8011500869975,130.0,94.5416666666667,960.000061035156,-34.5625038146973,-33.2291679382324,-46.6062522888184,-52.5000038146973,-53.3020858764648,-77.9937545776367,3.52089002579955,3.39332970037118,3.85518519095473,-93.4687576293945,-77.3999786376953,487446992_47
Pvalb+,GABAergic,positive,aspiny,L6a,-33.316200256347656,157.4736785888672,36.344573974609375,157.09539794921875,-55.03371810913086,133.04440307617188,393.82913986654995,-3.9337992668151855,-102.17369151607959,13.954358100891113,-51.00534439086914,152.1990203857422,0.0007347368421053318,3.8653608117712053,0.234892553847802,-52.0,-54.9687538146973,-55.5937515258789,249.884064,0.0368600000000001,37.1250038146973,41.0833333333333,39.8375038146973,210.937425494194,0.0435485690832138,1.135499648,10.3204092612138,100.0,91.2083307902018,460.0,-33.03125,-34.3125012715658,-37.7062522888184,-56.625,-59.1354204813639,-67.3062530517578,3.95010014405642,3.89047111571198,2.90097009749075,-82.90625,-67.0247116088867,561520050_45
Glutamatergic,Glutamatergic,positive,spiny,L5,-35.76388931274414,115.16666412353516,32.19097137451172,115.29166412353516,-52.07118225097656,80.0625,303.4171303372306,-0.7829861044883728,-86.84427587272408,13.130208969116211,-38.109375,111.29166412353516,0.0010258333333331828,3.7558770752286343,0.118261920504281,-42.0937538146973,-43.5729192097982,-47.3062530517578,148.17216,0.0415800000000002,37.8125,41.9270858764648,40.0437530517578,154.218822717667,0.174613907933235,1.600326528,22.5543011984771,70.0,69.0833333333333,568.0,-40.1562538146973,-41.0000025431315,-43.2062507629395,-42.28125,-43.7083346048991,-67.4312515258789,3.34548206295318,3.34627397566892,3.44253349275322,-83.53125,-66.199348449707,477930684_50
Vip+,GABAergic,positive,aspiny,L2/L3,-38.18415069580078,525.2589111328125,22.70848274230957,524.6473388671875,-49.02812576293945,405.4196472167969,250.8667629089339,-13.418972969055176,-54.95620265941941,9.703571319580078,-45.94486618041992,487.34375,0.0010525714285713457,4.603188064619041,0.217021258878634,-50.5,-50.4583371480306,-53.7708371480306,176.40944,0.00838,28.15625,32.9687512715658,32.1145846048991,111.093707382679,0.108885496854782,1.2764384,9.16050287912242,250.0,219.375,560.0,-44.7187538146973,-41.1250012715658,-48.1197935740153,-51.9687538146973,-53.5104204813639,-71.9791679382324,3.72455297512686,4.54961202441769,3.44171680322006,-84.375,-71.4365234375,501736631_62
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-40.9542236328125,79.38204193115234,22.59815216064453,79.11795806884766,-57.542694091796875,70.35034942626953,241.5698357591447,-3.6412851810455322,-82.10111863956048,-4.959947109222412,-54.50924301147461,73.94013977050781,0.0008657746478872226,2.957052469484117,0.376626758851035,-57.4687538146973,-52.2395846048991,-56.3375022888184,220.019152,0.02555,26.6250019073486,25.2812512715658,28.9375007629395,179.6875,0.0139154363423586,2.346169856,10.4881292678116,50.0,68.4166666666667,62.0,-43.2500038146973,-38.2083333333333,-42.8062507629395,-59.7187538146973,-55.8854204813639,-65.5812530517578,3.09608358698238,3.19970299494863,2.95722277429205,-87.96875,-65.2319946289062,475619177_48
Glutamatergic,Glutamatergic,positive,spiny,L5,-37.6171875,46.618751525878906,36.771873474121094,46.337501525878906,-56.34375,37.006248474121094,340.44335097240156,-6.104687690734863,-105.2663908123078,12.996874809265137,-46.232810974121094,45.0625,0.0007839999999998959,3.2371757699135193,0.219902908467856,-48.2812538146973,-47.7708346048991,-53.1937515258789,180.761088,0.0725,39.46875,44.4791692097982,40.2250015258789,215.46882390976,0.0862044766545296,1.180733696,28.7715782340192,30.0,41.0,509.999969482422,-38.1562538146973,-36.8541692097982,-43.9500007629395,-58.9687538146973,-55.8333371480306,-65.7125045776367,3.47628317502365,3.78388364778454,3.35788738503231,-84.9375076293945,-64.0246963500977,563338541_57
Vip+,GABAergic,positive,aspiny,L2/L3,-36.42517852783203,143.75840759277344,33.084434509277344,143.60696411132812,-49.22145462036133,114.31490325927734,291.9864811112784,-6.16286039352417,-93.96762323156953,9.021333694458008,-47.17848587036133,139.41827392578125,0.000837692307692458,3.1014411472202426,0.233333333333333,-53.2187538146973,-51.3750038146973,-56.3750012715658,385.048672,0.0053199999999999,36.75,41.40625,39.6145858764648,288.839280605316,0.0927126854658127,1.596522752,12.2584630524256,90.0,64.5625,210.0,-42.3750038146973,-38.5000019073486,-45.9479192097982,-53.3750038146973,-51.5625038146973,-70.875005086263,3.1334675648378,3.22926452771134,3.45325223338025,-99.9062576293945,-70.5380020141602,556701250_49
Glutamatergic,Glutamatergic,positive,spiny,L6a,-42.62687683105469,138.78250122070312,34.29375076293945,138.19749450683594,-53.234375,100.07749938964844,287.17280797131485,-8.059374809265137,-62.69268170057735,14.151249885559082,-46.51499938964844,128.65750122070312,0.0011392000000001801,4.623436238602497,0.270809248554913,-48.5312538146973,-47.6666704813639,-53.3984384536743,130.044544,0.11774,39.3125,40.4791679382324,37.2421875,165.624991059303,0.0206778980791569,1.153729664,16.527322591504,70.0,127.833333333333,540.0,-43.2500038146973,-43.7083358764648,-46.6328144073486,-52.96875,-53.0833371480306,-75.0859413146973,4.34758682039806,4.86997780213997,4.30667507057085,-91.46875,-74.6047515869141,515462796_60
Glutamatergic,Glutamatergic,positive,spiny,L5,-40.865055084228516,30.170454025268555,34.29545593261719,30.043560028076172,-52.19791793823242,24.27651596069336,267.4717480856564,-6.1946024894714355,-88.023472286504,8.914772987365723,-48.20549392700195,29.212121963500977,0.000952424242424332,3.03357648952247,0.269980314384391,-52.15625,-52.2916692097982,-56.9375022888184,462.096832,0.0140200000000001,38.2500038146973,45.2291679382324,42.6187507629395,413.437455892563,0.090062290430069,1.846605952,25.346512024434,20.0,17.5416666666667,239.999984741211,-42.9375038146973,-43.0729192097982,-45.6687530517578,-54.9375038146973,-53.8854204813639,-69.9375030517578,3.2085565206005,3.6467127703571,3.47214017822618,-103.000007629395,-68.5833206176758,501891177_39
Pvalb+,GABAergic,positive,aspiny,L2/L3,-39.830623626708984,914.970703125,-0.5548437237739563,916.5805053710938,-53.53489685058594,915.586669921875,216.33233183798643,-17.311119079589844,-172.26259329529915,-17.615339279174805,-53.37955856323242,917.980712890625,0.00038668333333328494,1.247113884357712,0.588056810845707,-56.3750038146973,-54.5312538146973,-60.2000038146973,90.507632,0.006485,1.40625,5.91666690508525,12.7000005722046,60.0000396370888,0.0538048185408115,3.6777664,4.75093751229689,590.0,508.999969482422,979.999938964844,-35.5625,-31.7395839691162,-47.0687522888184,-56.5000038146973,-55.3229204813639,-80.2125030517578,1.1107279139915,1.13020424484975,1.33687175876605,-85.9375076293945,-78.9480895996094,486791945_70
Glutamatergic,Glutamatergic,positive,spiny,L4,-37.36422348022461,209.4353485107422,34.19504165649414,208.9396514892578,-58.376075744628906,159.09913635253906,294.2931391638402,-7.924569129943848,-83.86305759962897,12.848060607910156,-48.90086364746094,205.5603485107422,0.0009531034482756745,3.5165112327896173,0.146149143863529,-49.1875038146973,-50.1666692097982,-52.8875022888184,204.26136,0.07182,39.09375,42.4375025431315,41.5125007629395,133.593708276749,0.0484857745468616,1.083555072,14.0267744417569,90.0,115.791666666667,939.999938964844,-36.0937538146973,-34.6458346048991,-46.6312522888184,-59.3125038146973,-57.5000012715658,-82.0312545776367,3.34522670411904,3.41598354952573,3.53090104681176,-96.1250076293945,-81.4397125244141,500964358_55
Vip+,GABAergic,positive,aspiny,L2/L3,-34.57950210571289,48.42647171020508,16.769302368164062,48.19668960571289,-50.570770263671875,43.5,223.42976832154298,-11.249080657958984,-103.75500368920976,-2.7109375,-49.83088302612305,47.37867736816406,0.000662352941176813,2.150606821014083,0.686934147859282,-53.0625038146973,-53.6770858764648,-54.3593788146973,366.964288,0.0087399999999999,25.6562519073486,31.8854173024495,30.2500019073486,305.468738079071,0.0314925089478493,1.967114112,11.6468693489769,30.0,23.0,150.0,-36.28125,-38.1666679382324,-39.7656269073486,-53.0937538146973,-53.7500012715658,-60.4218769073486,2.23807397230907,2.30910441659938,2.36103609222538,-93.1250076293945,-59.5816268920898,560814288_46
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-34.04196548461914,276.2053527832031,25.199106216430664,275.5303649902344,-55.40357208251953,222.5357208251953,340.4661853868756,-6.060267925262451,-87.69319445385774,-0.4950892925262451,-50.70357131958008,268.5803527832031,0.0007160714285713711,3.901767734580656,0.179411764705882,-52.46875,-50.6979166666667,-55.1312515258789,155.947872,0.0371350000000001,27.2500019073486,31.4166660308838,29.6187511444092,119.531251490116,0.0120129780843854,1.744716544,12.8542566233377,170.0,174.958333333333,780.0,-35.46875,-34.1458333333333,-36.5250015258789,-56.84375,-55.8333346048991,-76.0812515258789,3.86012948957146,4.1107445938037,2.589109894081,-87.25,-75.8014755249023,327997484_55
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-37.0321044921875,107.5513687133789,13.721318244934082,106.88870239257812,-55.66952133178711,89.01541137695312,190.5090920282428,-13.217037200927734,-65.72213358259094,-11.952483177185059,-51.69435119628906,101.47431182861328,0.0010391780821917389,2.9061464483808086,0.227418745275888,-52.96875,-52.8437538146973,-55.1875028610229,197.161648,0.0515000000000001,16.34375,27.6250012715658,27.8281259536743,122.053541243076,0.0341573618352413,1.365007232,5.73946819453825,70.0,77.6666666666667,430.0,-34.78125,-34.1145846048991,-38.0625009536743,-55.90625,-55.6250025431315,-65.1484413146973,2.77293414424161,3.96831522041651,2.48953721630742,-79.625,-64.2939147949219,514825708_51
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-37.387821197509766,233.47756958007812,14.259614944458008,233.7291717529297,-52.231971740722656,187.52403259277344,200.49365881099928,-9.590144157409668,-50.47004527007477,-8.350961685180664,-48.377803802490234,223.4551239013672,0.0010553846153847429,4.010524525695395,0.23448189051215,-52.0625038146973,-48.8958358764648,-55.4937530517578,104.8628,0.0732200000000001,17.8125019073486,20.770835240682,24.1250011444092,109.687499701977,0.0012578415917232,1.191955968,10.7653264443424,140.0,148.791666666667,700.0,-37.6875038146973,-34.9895858764648,-44.1687515258789,-54.2812538146973,-51.5000025431315,-73.7625030517578,3.99840932782631,3.80090212601963,2.44298857695763,-85.2500076293945,-72.8251800537109,538162646_49
Glutamatergic,Glutamatergic,positive,spiny,L6b,-31.1494140625,522.3737182617188,16.42317771911621,518.1432495117188,-47.2783203125,410.8984375,146.1173599314828,-4.6650390625,-91.14897908184518,-2.7200520038604736,-45.2529296875,507.3828125,0.0007804166666666168,1.5572944888521472,0.0496212163772786,-47.84375,-49.1666704813639,-54.8750015258789,128.46648,0.03928,29.2500019073486,30.0312519073486,37.7687515258789,85.4687467217445,0.0182934608310461,3.034952448,23.3529316363308,330.0,231.375005086263,740.0,-30.1875,-28.2187519073486,-42.65,-47.9062538146973,-49.2395858764648,-68.2562515258789,2.02241773222222,1.6696867784596,2.40890334887732,-78.4687576293945,-67.7422180175781,504613416_66
Glutamatergic,Glutamatergic,positive,spiny,L6b,-30.541833877563477,392.76007080078125,33.87752151489258,390.99395751953125,-47.02167510986328,301.5161437988281,203.34685258258958,-1.4949597120285034,-69.62337005082411,14.210685729980469,-39.88508224487305,375.1592712402344,0.001055483870967895,2.91687067012339,0.124999999891627,-44.6250038146973,-45.2812525431315,-55.2083358764648,148.879424,0.0295000000000001,32.84375,36.34375,35.6562512715658,160.46878695488,0.124172069132328,1.777776384,15.9091840798784,210.0,179.0,900.0,-31.4375019073486,-29.833335240682,-40.2656275431315,-45.0,-50.0937512715658,-78.1562525431315,2.93658814009475,2.60878236321334,3.00531635420307,-94.2812576293945,-77.106689453125,503814817_54
Glutamatergic,Glutamatergic,positive,spiny,L4,-34.70350646972656,163.381103515625,43.86433029174805,163.30487060546875,-55.25152587890625,129.65243530273438,431.19227409494016,2.465701103210449,-93.82349053059522,22.935213088989258,-47.840702056884766,161.47561645507812,0.0008556097560976205,4.605909167217784,0.218723404255319,-47.0937538146973,-49.2395858764648,-48.7656269073486,159.2224,0.0476400000000001,46.2187538146973,44.8750012715658,49.6562538146973,163.749992847443,0.0741662234067917,1.826969472,19.9401083236181,90.0,89.4166641235352,810.0,-35.8437538146973,-35.7187538146973,-45.9687519073486,-55.03125,-57.3854192097982,-75.5156288146973,4.65309542418715,4.37758380381784,4.96659720611516,-93.5,-75.6613464355469,562185938_56
Sst+,GABAergic,positive,aspiny,L4,-42.69791793823242,382.77777099609375,7.545138835906982,383.28472900390625,-61.83854293823242,343.875,339.3857308154687,-14.300347328186035,-300.2427556961889,-14.614583015441895,-59.90104293823242,384.0625,0.00027055555555567505,1.1280856548169533,1.85718522035472,-62.59375,,-62.9427108764648,193.685232,0.00516,12.625,,16.7239591280619,161.093756556511,0.0753993093967438,1.984823168,7.89844091796178,240.000015258789,,440.0,-44.09375,,-46.9375019073486,-62.6875,,-75.8854217529297,1.16197088976835,,1.20117146686855,-91.5625,-74.7380828857422,476764144_54
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-39.58625030517578,142.8800048828125,35.356876373291016,142.8175048828125,-53.154685974121094,112.73500061035156,341.92058575410135,2.0350000858306885,-126.47585798646917,11.1068754196167,-48.23125076293945,140.55250549316406,0.0006554000000000392,2.7141738037773844,0.32,-47.0625,-45.9687519073486,-54.3593788146973,269.900832,0.01688,39.1250038146973,39.9531269073486,41.2187519073486,299.196541309357,0.0677318796515465,1.960044288,20.9766155697437,70.0,54.7500019073486,190.0,-35.8437538146973,-34.5937519073486,-45.8281288146973,-51.9687538146973,-53.15625,-73.875,2.93198915638381,2.812710509108,3.07804774107266,-99.3125076293945,-72.3506011962891,489923501_41
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-35.8537483215332,311.4590148925781,7.875,311.3609924316406,-45.467750549316406,246.03900146484375,148.6799507689595,-12.57699966430664,-34.065280115268216,-7.421999931335449,-41.971248626708984,286.85699462890625,0.0013297599999997941,4.457745884553509,0.274471086036671,-44.3750038146973,-46.0312538146973,-54.9531278610229,203.735872,0.06026,7.50000047683716,15.0000006357829,12.7578129768372,108.954429626465,0.0387785136699677,1.34551552,11.573594628439,170.0,140.833333333333,660.0,-33.0,-33.4895846048991,-39.1796894073486,-46.5312538146973,-48.5312512715658,-72.0000019073486,3.2957310202676,3.33418508293865,2.37456912653899,-86.53125,-71.3972244262695,536951541_56
