dendrite_type,layer,stimulus_to_peak_t,threshold_v,peak_v,trough_v,upstroke,upstroke_v,downstroke,downstroke_v,fast_trough_v,width,upstroke_downstroke_ratio,file_name
spiny,L5,0.00344,-43.031253814697266,49.625,-63.09375,271.70606951671925,9.937500953674316,-62.38280846974422,35.687503814697266,-52.500003814697266,0.0013600000000000279,4.355463887915485,571527806_13
spiny,L3,0.00344,-53.1875,48.8125,-70.96875762939453,387.8790211158068,4.84375,-114.85709176334639,31.156251907348633,-51.656253814697266,0.0007399999999999629,3.3770576562655763,527922515_17
spiny,L4,0.00324,-42.1875,36.28125,-65.09375762939453,247.26521347460357,2.500000238418579,-79.95818283480116,12.28125,-51.6875,0.0009799999999999809,3.092431627485453,542137330_11
spiny,L4,0.0029,-44.1875,47.6875,-64.65625,369.8737997814272,6.5,-98.09469985864045,26.750001907348633,-52.187503814697266,0.0008399999999999519,3.7705788418174935,613445682_11
spiny,L3,0.00306,-44.65625,37.25,-74.87500762939453,303.2607604675621,-10.000000953674316,-96.91936481804507,-13.875000953674316,-56.500003814697266,0.0009200000000000319,3.1290007011178744,571691416_11
aspiny,L3,0.00346,-43.875,34.750003814697266,-66.31250762939453,482.665647544125,-7.156250476837158,-374.411275642379,5.375,-66.0,0.000320000000000098,1.2891322429219407,528002420_10
spiny,L3,0.00304,-46.96875,51.84375,-60.000003814697266,494.13627884415,6.218750476837158,-97.264460673313,-17.1875,-53.968753814697266,0.0008799999999999919,5.08033741639539,571735073_19
aspiny,L4,0.00354,-41.593753814697266,20.9375,-73.21875762939453,333.20248221639616,-14.843750953674316,-199.0930640807923,-6.875000476837158,-64.53125,0.000500000000000167,1.6736016583741062,508381644_11
spiny,L2,0.00372,-39.031253814697266,33.875003814697266,-75.3125,240.66235112298486,-6.343750476837158,-102.3799066131685,1.6875,-53.937503814697266,0.0009199999999998099,2.3506795335563426,526714733_25
spiny,L5,0.00346,-44.156253814697266,41.46875,-69.50000762939453,281.00883821433,5.84375,-76.88215982441619,27.875,-52.906253814697266,0.001000000000000112,3.6550591041679787,571427581_17
aspiny,L3,0.00318,-41.71875,25.812501907348633,-69.96875,427.20709892717485,-12.156250953674316,-247.208373878197,-5.968750476837158,-64.28125762939453,0.00039999999999995595,1.728125517049296,508400236_12
aspiny,L6,0.00334,-42.718753814697266,43.500003814697266,-69.71875762939453,413.5575905276563,-0.9687500596046448,-200.73257621679085,22.468751907348633,-67.87500762939453,0.0005800000000000249,2.060241532899049,613468354_10
aspiny,L3,0.00324,-47.9375,24.593751907348633,-73.40625762939453,466.23779497231374,-11.375000953674316,-293.0773464681894,0.03125,-58.843753814697266,0.00031999999999987594,1.590835322452734,526734407_17
spiny,L3,0.00362,-49.750003814697266,27.875,-71.8125,247.76579610277093,-13.968750953674316,-82.93680059054728,-8.343750953674316,-51.187503814697266,0.0009799999999999809,2.9874047990586465,500955009_13
spiny,L4,0.0035,-50.5,41.437503814697266,-75.03125,354.75658316054023,1.6875,-91.69526706015235,28.500001907348633,-54.031253814697266,0.0009000000000001229,3.8688647138986894,561466001_17
aspiny,L5,0.00304,-45.343753814697266,38.000003814697266,-64.06250762939453,344.61429898510823,2.0,-123.8816572518291,22.53125,-56.437503814697266,0.0006800000000000139,2.781802460751469,529884137_11
spiny,L3,0.00356,-48.34375,49.78125,-66.21875762939453,444.67936422262306,9.3125,-98.85446020670776,-19.562501907348633,-54.281253814697266,0.0008399999999999519,4.498323730591261,576113488_12
aspiny,L6,0.00312,-43.21875,42.125,-68.28125762939453,330.7034727104512,6.25,-126.07445970485021,22.65625,-67.34375762939453,0.0008199999999998209,2.6230806262002067,613396614_9
spiny,L3,0.00316,-44.781253814697266,45.500003814697266,-73.71875762939453,407.3436969387963,-2.21875,-115.20225317591313,-13.812500953674316,-55.812503814697266,0.0008399999999999519,3.535900433447122,571426284_12
spiny,L3,0.00354,-50.750003814697266,41.25,-77.15625,377.94176667963137,0.5937500596046448,-109.00572625312495,-16.28125,-51.750003814697266,0.0007200000000000539,3.4671735116190434,517693519_31
spiny,L4,0.00288,-48.8125,34.625,-72.625,404.7961780203722,-3.812500238418579,-165.74267389458274,7.062500476837158,-52.281253814697266,0.0005199999999998539,2.4423171685877025,595562635_12
spiny,L4,0.00324,-45.437503814697266,47.562503814697266,-62.406253814697266,430.1170205601002,8.0,-132.85525999661866,29.843751907348633,-56.281253814697266,0.0006800000000000139,3.237485821570386,561435279_12
spiny,L6,0.00378,-48.96875,38.000003814697266,-72.0625,322.0981925790675,2.125,-108.55060462829888,-15.500000953674316,-57.281253814697266,0.0007800000000000029,2.9672629985065715,517673954_22
spiny,L2,0.0037,-44.09375,43.0,-69.5625,322.1961936130712,8.781250953674316,-114.02010914199643,21.9375,-57.812503814697266,0.0007999999999999119,2.825783943179882,571464200_15
spiny,L5,0.00364,-45.125003814697266,36.343753814697266,-72.78125,249.9030465038078,6.656250476837158,-78.06640717956094,26.218751907348633,-51.031253814697266,0.0009799999999999809,3.2011598270303963,528643271_19
spiny,L3,0.00308,-48.875003814697266,42.937503814697266,-74.43750762939453,381.51242166525,-4.9375,-93.0820095400556,-15.937501907348633,-52.500003814697266,0.0008200000000000429,4.098669802579577,571624971_16
spiny,L4,0.0034,-45.906253814697266,41.531253814697266,-70.59375,317.6302501118651,7.843750476837158,-95.64385398848387,26.4375,-51.781253814697266,0.0008599999999998609,3.3209687488138004,530022494_16
aspiny,L3,0.00276,-48.781253814697266,7.6875,-73.65625,461.17452279318366,-24.53125,-318.6136041537811,-10.46875,-60.406253814697266,0.000260000000000149,1.447441404826501,643575207_14
aspiny,L3,0.00344,-45.187503814697266,20.90625,-69.00000762939453,362.5101058349691,-8.65625,-245.70064203140905,-8.562500953674316,-62.562503814697266,0.0003849999999998577,1.4754137508058598,558181151_10
spiny,L3,0.0036,-48.687503814697266,48.0,-71.03125,366.0708985903031,3.0,-102.57309357486639,-19.03125,-57.65625,0.0009200000000000319,3.568878404969955,529845713_17
spiny,L3,0.0036,-50.187503814697266,54.437503814697266,-73.6875,426.6492781602985,11.531250953674316,-99.44466227068493,27.71875,-49.968753814697266,0.0008600000000000829,4.290318539158732,527930921_38
spiny,L3,0.00354,-50.906253814697266,41.343753814697266,-76.5625,294.71904768555834,6.0625,-90.33925333297225,-20.96875,-54.093753814697266,0.0009249999999998426,3.262358684760028,558159992_23
spiny,L3,0.00352,-45.593753814697266,39.40625,-75.68750762939453,272.4519633448467,3.625000238418579,-115.33966016426277,11.90625,-50.875,0.0007800000000000029,2.362170678817937,545227537_16
spiny,L5,0.00368,-41.78125,37.375003814697266,-68.53125,242.9607112551708,4.812500476837158,-92.58533577510572,-9.125000953674316,-48.65625,0.0009200000000000319,2.624181348170883,587776508_14
spiny,L3,0.00378,-44.687503814697266,45.15625,-61.25,279.4175308028017,10.25,-116.45464132168296,28.468751907348633,-58.250003814697266,0.0008399999999999519,2.399367922408227,505692551_13
aspiny,L3,0.00298,-43.40625,31.1875,-64.06250762939453,356.30612233928144,-10.96875,-122.57017303524783,18.562501907348633,-59.65625,0.0006599999999998829,2.9069561828620207,567764060_10
spiny,L2,0.00364,-46.062503814697266,47.906253814697266,-65.03125,331.44555747320106,0.9062500596046448,-87.23505612290646,-15.250000953674316,-53.218753814697266,0.0010999999999998789,3.7994537082228006,537204107_22
spiny,L3,0.00336,-43.625,50.0,-71.5,430.49484863742117,5.59375,-92.67262115039263,-16.0625,-52.437503814697266,0.0009200000000000319,4.645329367978034,541540569_24
spiny,L2,0.00338,-49.28125,41.46875,-76.09375762939453,339.81746995882924,-5.53125,-118.6906238348411,8.3125,-56.593753814697266,0.0007999999999999119,2.863052353922141,525133308_13
aspiny,L3,0.00316,-46.75,33.687503814697266,-71.625,537.344034298384,-4.531250476837158,-323.8914997245454,-0.75,-66.96875762939453,0.00035999999999991594,1.6590248115661266,571442534_12
aspiny,L5,0.00304,-45.093753814697266,19.1875,-68.9375,363.197369369415,-11.281250953674316,-218.63005039628538,-1.9062501192092896,-64.34375,0.00042000000000008697,1.6612417584457817,643584386_9
spiny,L3,0.00336,-49.406253814697266,49.53125,-73.00000762939453,429.7844361273081,3.0,-105.24965847821005,-12.093750953674316,-49.968753814697266,0.0008799999999999919,4.083475826349468,537266147_26
spiny,L3,0.00344,-42.406253814697266,41.96875,-60.593753814697266,346.90547766388846,1.0,-78.59813341258264,-14.500000953674316,-52.125003814697266,0.000980000000000203,4.413660510776875,508387918_22
aspiny,L3,0.00302,-41.9375,27.0,-67.78125762939453,280.02640015985963,-1.28125,-171.54917496500389,-17.1875,-65.21875762939453,0.000600000000000156,1.6323389501405947,571473428_12
spiny,L3,0.00348,-53.28125,49.250003814697266,-80.78125,393.5243855174984,9.03125,-97.91475078310239,28.03125,-54.3125,0.0008799999999999919,4.019051086482577,531517732_30
aspiny,L4,0.00268,-48.71875,26.187501907348633,-70.59375,578.1041024038301,-17.21875,-427.8998676321651,-1.4375001192092896,-70.46875,0.000280000000000058,1.351026597888048,527898222_13
spiny,L3,0.00302,-45.593753814697266,45.968753814697266,-60.593753814697266,440.98197312008205,0.9062500596046448,-108.5770750526414,-20.96875,-57.156253814697266,0.0008399999999999519,4.061464843350042,489315717_11
aspiny,L3,0.00322,-46.90625,38.0625,-70.12500762939453,605.4281377597135,-3.5,-366.5316987447504,8.843750953674316,-64.25,0.00031999999999987594,1.6517756576937392,614651270_18
spiny,L3,0.00332,-52.281253814697266,41.750003814697266,-79.18750762939453,491.1153774305905,-2.250000238418579,-111.04759173884074,-21.843751907348633,-56.343753814697266,0.0008000000000001339,4.422566664800663,508280017_38
aspiny,L5,0.0032,-43.3125,35.59375,-70.78125,314.8707921777039,-5.59375,-99.54755056308761,-10.84375,-52.468753814697266,0.0007800000000000029,3.163018983356668,569825715_15
spiny,L3,0.00358,-46.062503814697266,50.375003814697266,-65.71875762939453,415.83618570286217,4.781250476837158,-115.72679895867866,-16.375001907348633,-53.968753814697266,0.0008599999999998609,3.5932574774779726,531526842_14
spiny,L5,0.00374,-46.531253814697266,40.5,-64.18750762939453,286.0561087852097,4.65625,-80.57202247338937,-16.75,-53.781253814697266,0.0009799999999999809,3.5503156058877114,562377597_15
spiny,L3,0.00334,-39.687503814697266,40.000003814697266,-68.3125,353.6732797125566,0.8125,-101.41005827113793,-7.281250476837158,-48.34375,0.0007999999999999119,3.4875562221544913,545208779_23
aspiny,L4,0.0032,-45.0,32.031253814697266,-71.84375,514.4546718990867,-6.0625,-288.01172232871727,4.15625,-69.53125762939453,0.00039999999999995595,1.786228240085043,545207901_9
aspiny,L3,0.00282,-52.062503814697266,20.593751907348633,-68.78125762939453,419.28870159252136,-17.625,-277.30322668708243,-12.437500953674316,-66.59375,0.00035999999999991594,1.512022440567054,527932447_10
spiny,L3,0.00344,-44.96875,48.750003814697266,-75.84375,359.28949531813396,4.1875,-105.21737899527601,-18.0625,-53.000003814697266,0.0008399999999999519,3.414735272338091,541545716_22
aspiny,L3,0.003185,-43.250003814697266,16.812501907348633,-74.56250762939453,344.08983003146716,-14.781250953674316,-192.08560211195154,-11.500000953674316,-66.46875,0.0004750000000000032,1.7913358744656163,488400343_13
spiny,L3,0.0034,-53.062503814697266,45.0,-73.875,433.7372831101987,-8.71875,-85.2897913845718,24.187501907348633,-50.062503814697266,0.0009000000000001229,5.085453675862292,537284228_37
spiny,L3,0.0032,-45.968753814697266,48.281253814697266,-67.8125,337.02821924876235,5.53125,-86.88658196281546,34.59375,-51.500003814697266,0.0009799999999999809,3.87894438514107,571517193_14
aspiny,L3,0.00348,-33.40625,22.781251907348633,-72.21875,235.30002422436215,-5.84375,-139.44443472665142,-15.656251907348633,-64.65625,0.0006800000000000139,1.6874106498808177,576120017_13
spiny,L3,0.00358,-45.187503814697266,43.0,-74.3125,342.00150326126675,-2.09375,-107.09281834933283,-14.59375,-54.062503814697266,0.0008400000000001739,3.193505489281928,539556162_30
spiny,L5,0.00372,-43.0625,40.093753814697266,-62.187503814697266,296.4112684258887,5.281250476837158,-107.99623839079706,21.750001907348633,-57.5,0.0008399999999999519,2.744644376902182,528611949_9
spiny,L2,0.00362,-53.406253814697266,39.343753814697266,-80.0625,259.96605189930807,10.281250953674316,-102.99254834031485,20.1875,-51.6875,0.0007999999999999119,2.5241248623183,526727406_38
aspiny,L5,0.00336,-47.250003814697266,30.687501907348633,-74.34375762939453,519.3712900651419,-14.250000953674316,-346.02519916754113,-3.03125,-66.875,0.00034000000000000696,1.5009637775359497,548444436_16
spiny,L2,0.00376,-52.40625,48.25,-73.40625762939453,342.9322625751062,11.000000953674316,-72.4946915263527,20.687501907348633,-50.34375,0.001060000000000061,4.730446538288203,539537094_26
spiny,L3,0.00338,-52.500003814697266,50.0,-74.8125,439.16416212822423,-2.875000238418579,-101.29555641758226,-16.46875,-50.25,0.0008399999999999519,4.335473121030182,525023625_30
aspiny,L5,0.003,-48.125003814697266,34.0,-74.1875,572.2748603596484,-13.406250953674316,-332.2376736151778,5.687500476837158,-63.656253814697266,0.00034000000000000696,1.7224863578309888,528687520_14
spiny,L3,0.00338,-43.5625,53.062503814697266,-66.25000762939453,398.1542557331363,7.0,-100.41330962196159,35.0,-48.71875,0.0008600000000000829,3.9651541935239156,542141883_33
spiny,L3,0.00352,-51.625003814697266,37.5,-74.09375,351.4639149160473,3.03125,-107.44700891055828,-21.562501907348633,-54.343753814697266,0.000740000000000185,3.2710441963872174,548416317_18
aspiny,L3,0.00352,-50.8125,27.59375,-83.21875,469.1072341204341,-4.4375,-380.99440304247577,-3.90625,-67.71875,0.00031999999999987594,1.231270670577633,488386504_12
spiny,L3,0.0037,-47.906253814697266,42.5,-69.25,324.63143976387374,-0.21875,-94.91691787239344,-17.15625,-56.656253814697266,0.0010200000000000209,3.4201641502973064,528759382_23
spiny,L3,0.00358,-50.15625,48.218753814697266,-72.03125,402.9323691375255,5.187500476837158,-102.48126141675274,-15.09375,-54.593753814697266,0.0009399999999999409,3.931766291390102,539653924_19
spiny,L4,0.00348,-42.156253814697266,48.25,-64.96875,340.2735347143094,6.78125,-103.19585257102021,-14.406250953674316,-55.968753814697266,0.0008799999999999919,3.297356688633687,613438337_10
aspiny,L4,0.003,-45.406253814697266,45.53125,-66.0,385.2332465886219,3.0,-94.99807332010961,28.843751907348633,-51.875003814697266,0.0008399999999999519,4.055169048434522,569849591_14
spiny,L5,0.00362,-43.906253814697266,39.937503814697266,-73.28125,238.5346274973607,11.000000953674316,-63.74878893790593,28.781251907348633,-54.437503814697266,0.0012600000000000389,3.7417907300122004,528657972_23
spiny,L3,0.003505,-57.156253814697266,40.000003814697266,-79.28125762939453,356.01980837949566,4.062500476837158,-85.55832866748229,-24.6875,-58.718753814697266,0.0009699999999999154,4.161135612678304,489315599_24
aspiny,L3,0.00376,-52.875,41.750003814697266,-78.0,328.1414933322031,8.53125,-85.90302473100698,26.59375,-51.031253814697266,0.0008999999999999009,3.819906159995311,519853636_18
spiny,L5,0.00372,-46.281253814697266,37.5,-70.34375762939453,269.3601440215894,3.84375,-91.19431974816797,16.812501907348633,-52.781253814697266,0.0008599999999998609,2.9536943174248598,539571778_14
spiny,L3,0.00334,-47.187503814697266,48.90625,-69.40625762939453,411.5786196371445,0.5,-81.22890261442392,32.6875,-47.031253814697266,0.0009600000000000719,5.066898682490141,520480180_30
spiny,L3,0.00348,-46.8125,49.000003814697266,-70.625,392.2641529206022,9.15625,-109.05925089314435,26.375001907348633,-52.3125,0.0007999999999999119,3.5967985265636977,541551240_24
spiny,L4,0.00352,-48.437503814697266,43.343753814697266,-69.96875,314.19464337644126,4.343750476837158,-78.18734392096748,27.0,-53.156253814697266,0.0010200000000000209,4.018484675653291,569818704_16
spiny,L3,0.00324,-44.8125,53.53125,-73.65625,558.7545488036525,2.718750238418579,-110.34399794656463,40.875003814697266,-54.656253814697266,0.0007999999999999119,5.063751170899534,508280093_23
spiny,L3,0.00336,-52.468753814697266,54.343753814697266,-76.25,488.88958634460704,3.406250238418579,-87.04438943635641,26.656251907348633,-54.343753814697266,0.0009600000000000719,5.616554834956534,537297470_25
spiny,L3,0.00358,-30.593751907348633,41.9375,-70.71875,311.14190865584567,-4.312500476837158,-82.71955449804867,-12.593750953674316,-52.25,0.0010399999999999299,3.7614069677223108,508366192_29
spiny,L4,0.00362,-43.437503814697266,39.0,-70.25000762939453,369.5063640243391,3.562500238418579,-137.62453975136037,0.25,-54.437503814697266,0.0006399999999999739,2.6848871915714194,508405843_10
spiny,L3,0.00358,-45.875,31.5625,-73.78125,307.1964827095302,-1.09375,-138.16531850846317,-16.59375,-56.406253814697266,0.0006399999999999739,2.2233979266708177,527890048_12
spiny,L4,0.0029,-48.25,40.6875,-67.96875762939453,371.85912827721245,0.1875,-117.03628487787032,-15.000000953674316,-54.71875,0.0007399999999999629,3.1772977813270034,531523518_11
spiny,L2,0.00352,-53.062503814697266,47.125,-73.6875,451.5102719971988,3.750000238418579,-129.7682619093329,-17.03125,-59.437503814697266,0.0007399999999999629,3.479358244873944,529997668_14
spiny,L3,0.00356,-49.4375,50.0,-72.50000762939453,399.6913279187871,4.0,-110.42208597193994,-16.78125,-51.59375,0.0007999999999999119,3.6196683335646753,541566300_37
spiny,L3,0.00336,-49.0625,49.156253814697266,-78.78125762939453,491.93727895482704,0.1562500149011612,-110.3407474859514,25.218751907348633,-59.562503814697266,0.0007999999999999119,4.45834644193851,541571148_17
spiny,L3,0.00346,-47.437503814697266,50.40625,-65.50000762939453,482.98920342150745,3.125,-99.57752715072569,24.25,-52.062503814697266,0.0008399999999999519,4.850383587959862,508381568_32
spiny,L4,0.00356,-43.093753814697266,53.53125,-74.8125,434.9428561033116,8.25,-123.26106375029549,37.25,-51.656253814697266,0.0007600000000000939,3.5286313688191657,520462275_17
spiny,L3,0.00358,-51.750003814697266,46.96875,-75.71875,330.54477845015316,13.906250953674316,-102.94629335380057,32.625,-49.968753814697266,0.0008200000000000429,3.210846818099159,526791834_31
aspiny,L1,0.0028,-42.4375,45.343753814697266,-65.03125,435.84410924892956,5.656250476837158,-168.0368468263449,27.187501907348633,-63.562503814697266,0.0006199999999998429,2.5937412982959978,596028822_8
spiny,L3,0.00364,-45.593753814697266,34.15625,-72.65625,249.85424131268255,-4.21875,-97.91386532694106,-11.500000953674316,-52.937503814697266,0.0009799999999999809,2.5517758948480096,529826240_25
spiny,L3,0.00324,-49.406253814697266,52.781253814697266,-71.87500762939453,409.17130539890513,2.750000238418579,-86.36928065698348,-19.78125,-57.5,0.001100000000000101,4.737463393077608,571450870_12
spiny,L3,0.0036,-51.21875,49.906253814697266,-75.125,362.59106707672527,15.000000953674316,-105.27399603783539,-18.03125,-51.062503814697266,0.0008399999999999519,3.444260508040469,548440226_38
aspiny,L3,0.00364,-41.750003814697266,29.875,-72.50000762939453,278.43267828916726,-8.9375,-92.87894463605797,1.5,-57.531253814697266,0.0008399999999999519,2.9978019171104213,539640827_11
spiny,L3,0.0036,-48.1875,47.750003814697266,-71.59375762939453,379.8821092273526,6.96875,-99.65277656820156,25.0,-50.5,0.0008599999999998609,3.8120574489699677,519877177_39
spiny,L3,0.0037,-46.718753814697266,47.250003814697266,-68.28125762939453,321.95293433814055,9.500000953674316,-91.53765902704534,19.5,-56.375003814697266,0.0009600000000000719,3.51716373086423,542174958_17
spiny,L5,0.0035,-42.28125,51.656253814697266,-67.03125762939453,426.5746572269554,10.000000953674316,-95.57895637538913,-15.500000953674316,-53.75,0.0009200000000000319,4.463060420450408,592483575_15
aspiny,L6,0.00294,-45.968753814697266,32.250003814697266,-69.40625762939453,425.4025831432886,-2.031250238418579,-295.93395486260937,1.21875,-69.34375,0.00039999999999995595,1.4374916299847595,528028846_10
spiny,L3,0.00366,-48.593753814697266,38.312503814697266,-73.25,280.3005605562278,-1.34375,-83.64837117556219,-10.781250953674316,-50.09375,0.0010200000000000209,3.3509386568679225,537182609_23
spiny,L3,0.00336,-53.84375,51.343753814697266,-75.4375,430.95749368674154,4.4375,-107.57461753581998,-15.15625,-54.0,0.0008399999999999519,4.006126199270401,537218493_21
aspiny,L3,0.00328,-42.1875,30.937501907348633,-71.21875,376.81841921213,-6.812500476837158,-147.43092347804077,-13.5625,-57.125003814697266,0.000560000000000116,2.555898113656295,527890930_13
spiny,L2,0.00296,-49.093753814697266,48.5,-76.59375762939453,456.03937844067855,-5.53125,-136.8536947565731,-13.78125,-56.3125,0.0007800000000000029,3.332313236057333,571654895_12
spiny,L3,0.0036,-47.093753814697266,49.21875,-71.5,445.9729225871295,2.843750238418579,-108.60658537336495,-15.000000953674316,-53.343753814697266,0.0007600000000000939,4.10631566266424,576117916_10
spiny,L4,0.0032,-43.40625,40.875003814697266,-63.250003814697266,388.7652069958673,-2.406250238418579,-136.17218095148033,-13.812500953674316,-54.15625,0.000660000000000105,2.8549532237747495,592472734_13
spiny,L2,0.00357,-46.531253814697266,44.843753814697266,-70.8125,295.18013041889736,9.8125,-112.33626305989353,-15.875000953674316,-59.218753814697266,0.0009049999999999336,2.627647763763677,488392806_16
aspiny,L3,0.00344,-45.093753814697266,33.687503814697266,-64.21875,482.5174475434474,-12.78125,-196.5710790894009,11.281250953674316,-59.09375,0.00045999999999990493,2.4546716118091694,571700636_11
spiny,L5,0.00284,-44.25,43.21875,-61.718753814697266,368.1023326648006,2.53125,-107.11618967698288,25.937501907348633,-50.8125,0.0007600000000000939,3.4364770981384,567736655_13
spiny,L3,0.0033,-50.906253814697266,46.843753814697266,-77.09375,391.01211458942896,7.500000476837158,-113.38909740902744,-17.15625,-55.093753814697266,0.0008200000000000429,3.4484101516297865,548425467_20
spiny,L4,0.00308,-43.968753814697266,44.062503814697266,-64.03125,341.2279300748117,8.281250953674316,-107.65427408507443,22.9375,-53.375003814697266,0.0007799999999997809,3.169664492885385,569107566_9
spiny,L6,0.00296,-45.343753814697266,42.718753814697266,-62.90625,350.3200029920629,-1.9375001192092896,-74.2493385180413,-12.656250953674316,-56.531253814697266,0.0010799999999999699,4.718156551750845,528614014_12
spiny,L3,0.00364,-46.156253814697266,35.71875,-66.0625,326.96173302712623,4.750000476837158,-147.3305303663236,19.46875,-60.875003814697266,0.000660000000000105,2.2192395032731262,539537652_11
spiny,L3,0.00352,-46.562503814697266,48.1875,-71.34375,345.2697424701029,0.0,-86.41720148408059,25.875001907348633,-51.781253814697266,0.001000000000000112,3.9953821292593816,539539309_18
spiny,L3,0.00354,-49.406253814697266,50.906253814697266,-72.65625,388.06423992188047,9.562500953674316,-91.30529247893713,37.281253814697266,-52.96875,0.0009200000000000319,4.250183416381931,548457754_28
spiny,L3,0.0039,-51.4375,45.21875,-75.15625762939453,273.66815757771354,9.25,-87.86659400266468,-17.03125,-55.34375,0.0010149999999999881,3.114587070137419,488402499_16
spiny,L3,0.0037,-51.031253814697266,48.156253814697266,-76.18750762939453,297.8884139944914,3.90625,-94.50847840110833,-10.375000953674316,-55.28125,0.0010999999999998789,3.151975558533571,541551399_17
spiny,L4,0.00286,-45.0625,45.406253814697266,-69.25,378.5981776209765,0.75,-109.11983360841008,27.656251907348633,-55.062503814697266,0.0007999999999999119,3.469563369933486,576101141_11
aspiny,L5,0.00288,-49.718753814697266,49.562503814697266,-62.59375,438.50241501846523,5.750000476837158,-100.02244374140432,26.062501907348633,-58.9375,0.0009399999999999409,4.384040207537411,569860147_10
aspiny,L4,0.00346,-50.15625,33.34375,-73.5,522.3048640655408,-9.406250953674316,-299.16465298917603,7.093750476837158,-64.87500762939453,0.00035999999999991594,1.74587759231181,611610514_13
spiny,L4,0.00278,-38.343753814697266,33.687503814697266,-64.84375,296.65830247043647,-9.625000953674316,-112.9727503131166,10.500000953674316,-53.812503814697266,0.0008199999999998209,2.6259279485381635,528015670_10
spiny,L3,0.0036,-46.34375,48.375003814697266,-77.09375,363.4979820259993,6.687500476837158,-100.73455370713691,23.25,-52.906253814697266,0.0009000000000001229,3.608473643341768,531523484_26
spiny,L3,0.0036,-46.937503814697266,47.093753814697266,-73.84375762939453,380.75053391579183,8.71875,-111.77101104159524,25.187501907348633,-52.937503814697266,0.0007800000000000029,3.4065231258765,528623840_34
spiny,L2,0.00336,-47.750003814697266,49.0625,-69.90625,344.79059522009726,2.53125,-102.47970116943598,-12.218750953674316,-57.156253814697266,0.0009399999999999409,3.364476977250683,541563728_19
aspiny,L5,0.02132,-35.25,32.625,-73.5,368.6182781472045,-1.15625,-138.83227023395358,2.625000238418579,-54.906253814697266,0.0005800000000000249,2.6551339794849307,643625553_11
spiny,L3,0.00334,-50.40625,48.8125,-73.90625,396.70212039293943,8.281250953674316,-108.2453088489581,-16.4375,-57.843753814697266,0.0008600000000000829,3.664843535589005,529878215_25
aspiny,L5,0.003,-40.5,29.000001907348633,-66.03125762939453,388.9598947073302,-11.1875,-187.62491467908436,-5.031250476837158,-65.00000762939453,0.0005199999999998539,2.0730716673348595,520631985_11
spiny,L5,0.0036,-42.156253814697266,28.468751907348633,-61.65625,230.1894450258858,-8.562500953674316,-94.64329161166836,-8.343750953674316,-55.093753814697266,0.0009199999999998099,2.4321791973421414,562381210_18
spiny,L5,0.00308,-46.65625,50.25,-64.40625,440.4229418763848,-4.312500476837158,-96.35250285374389,30.937501907348633,-57.531253814697266,0.0009399999999999409,4.570954867097899,561437013_11
spiny,L6,0.00348,-45.656253814697266,43.250003814697266,-66.93750762939453,523.824804242856,4.875,-278.7875213357004,18.46875,-66.62500762939453,0.00042000000000008697,1.8789392069385178,558211203_10
spiny,L4,0.00344,-48.437503814697266,42.312503814697266,-64.15625762939453,304.74890083181435,10.937500953674316,-128.7803240069114,24.750001907348633,-54.40625,0.0006999999999999229,2.3664243989280465,576112128_11
spiny,L5,0.00326,-44.718753814697266,35.0,-63.40625,302.90364865923937,-0.2812500298023224,-93.77182791772091,21.375,-53.90625,0.0008000000000001339,3.230220156580705,529877874_12
spiny,L5,0.0034,-40.03125,37.5625,-71.90625,367.3233193058922,-6.78125,-139.89493019970655,-6.78125,-59.937503814697266,0.0006999999999999229,2.625708585590064,508420652_12
aspiny,L3,0.00302,-42.5,48.0,-67.53125,474.49616457190075,-0.3437500298023224,-155.33905117734415,29.937501907348633,-50.593753814697266,0.0006200000000000649,3.0545838987402347,567742660_16
spiny,L4,0.00296,-35.71875,32.437503814697266,-68.21875,214.90223198238087,-4.40625,-95.8667008567358,-2.53125,-44.03125,0.0008999999999999009,2.2416775591718023,520471727_16
spiny,L3,0.00305,-51.84375,39.281253814697266,-73.65625,341.0556987761654,-2.500000238418579,-100.37993289556083,14.250000953674316,-58.812503814697266,0.0008899999999998354,3.3976482045571097,571516327_12
spiny,L3,0.003115,-53.812503814697266,33.843753814697266,-77.90625,417.20454500112163,-5.8125,-121.50482995008696,-19.34375,-54.46875,0.0007200000000000539,3.433645766777381,486940963_18
spiny,L3,0.00324,-45.812503814697266,37.25,-67.0,408.99018501998927,-3.25,-113.31911912998848,20.156251907348633,-54.593753814697266,0.0006800000000000139,3.609189589188707,571520182_13
aspiny,L3,0.00289,-45.562503814697266,26.0,-73.40625762939453,418.42354859739015,-5.78125,-252.03069485433858,-1.8125001192092896,-62.90625,0.00038999999999989043,1.6602086854508675,488418027_12
spiny,L3,0.0035,-52.218753814697266,40.53125,-77.09375,339.861955857414,7.406250476837158,-112.18456276549874,-17.78125,-54.906253814697266,0.0008000000000001339,3.029489507997933,529909601_29
aspiny,L3,0.00284,-46.843753814697266,27.531251907348633,-63.9375,393.8620321425305,-16.46875,-170.15994890165996,1.6875,-61.000003814697266,0.0005399999999999849,2.3146576775840124,571659461_12
spiny,L5,0.0033,-53.812503814697266,33.71875,-71.06250762939453,314.2312013621699,-5.84375,-96.90110135427344,18.093751907348633,-56.15625,0.0008200000000000429,3.2428031980083576,576136807_11
