,Accuracy,F1 Score,Precision,Recall,ROC AUC
0,0.9396825396825397,0.9400630914826499,0.9371069182389937,0.9430379746835443,0.9396718535838104
1,0.9650793650793651,0.9657320872274143,0.9567901234567902,0.9748427672955975,0.9649854862119014
2,0.9490445859872612,0.9496855345911951,0.94375,0.9556962025316456,0.9490019474196689
3,0.9617834394904459,0.9622641509433963,0.95625,0.9683544303797469,0.961741317753976
4,0.9585987261146497,0.9595015576323987,0.9447852760736196,0.9746835443037974,0.9584956183057448
