,Accuracy,F1 Score,Precision,Recall,ROC AUC
0,0.875,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.8417582417582415
1,0.9166666666666666,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.8945054945054944
2,0.9574468085106383,0.9722222222222222,0.9459459459459459,1.0,0.9166666666666667
3,0.9574468085106383,0.9714285714285714,0.9444444444444444,1.0,0.9230769230769231
4,0.8723404255319149,0.9142857142857143,0.8888888888888888,0.9411764705882353,0.8167420814479638
